#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／HR（99=集会場入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,氷耐性,雷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ナルガＳガード,0,2,5,1,5,99,26,45,-1,3,1,-2,0,回避距離,4,回避性能,1,気配,4,スタミナ,-2,,,迅竜の鋭刃翼,3,迅竜の上鱗,5,迅竜の尾棘,5,垂皮竜の上皮,5
ベリオＳアーム,0,1,5,1,5,99,47,77,-4,1,2,-3,-1,回避性能,1,体術,4,氷属性攻撃,5,気力回復,-1,,,氷牙竜の鋭爪,2,氷牙竜の堅殻,3,氷牙竜の毛皮,4,白兎獣の堅腹甲,3
ベリオＳガード,0,2,5,1,5,99,26,45,-2,2,4,-1,0,回避性能,1,体術,4,氷属性攻撃,4,気力回復,-2,,,氷牙竜の鋭爪,2,氷牙竜の堅殻,3,氷牙竜の毛皮,4,白兎獣の堅腹甲,3
レウスＳアーム,0,1,5,1,5,99,50,80,2,-1,-1,-2,-4,痛撃,3,研ぎ師,2,回復量,-2,火属性攻撃,4,,,火竜の上鱗,4,火竜の翼爪,2,火竜の尻尾,1,獄炎石,2
レウスＳガード,0,2,5,1,5,99,28,47,4,0,0,-1,-2,痛撃,3,速射,1,回復量,-3,火属性攻撃,4,,,火竜の上鱗,4,火竜の翼爪,2,火竜の尻尾,1,獄炎石,2
ガンキンＳアーム,0,1,5,0,5,99,50,80,2,-5,-2,1,-3,抜刀減気,3,抜刀会心,3,防御,6,水耐性,-1,,,爆鎚竜の上鱗,5,爆鎚竜の耐熱殻,5,尖竜骨,3,ユニオン鉱石,3
ガンキンＳガード,0,2,5,0,5,99,28,47,4,-4,-1,2,-2,貫通弾強化,2,反動,3,防御,5,水耐性,-3,,,爆鎚竜の上鱗,5,爆鎚竜の耐熱殻,5,尖竜骨,3,ユニオン鉱石,3
ジンオウＳアーム,0,1,5,0,6,99,53,81,-1,-2,-3,4,0,本気,5,雷属性攻撃,2,回避距離,5,気配,-1,,,雷狼竜の尖爪,5,雷狼竜の高電殻,4,雷狼竜の帯電毛,3,大猪の硬い皮,6
ジンオウＳガード,0,2,5,0,6,99,30,47,0,-1,-1,5,0,本気,2,雷属性攻撃,5,回避距離,4,気配,-2,,,雷狼竜の尖爪,5,雷狼竜の高電殻,4,雷狼竜の帯電毛,3,大猪の硬い皮,6
ディアブロＳアーム,0,1,5,2,6,99,53,81,2,-1,-3,-1,-1,抜刀会心,3,納刀,1,耐震,2,特殊攻撃,-3,,,角竜の堅殻,6,角竜の牙,5,角竜の甲殻,6,毒狗竜の腕甲,3
ディアブロＳガード,0,2,5,2,6,99,30,47,4,0,-2,0,0,貫通弾強化,3,通常弾追加,2,納刀,2,特殊攻撃,-2,,,角竜の堅殻,6,角竜の牙,5,角竜の甲殻,6,毒狗竜の腕甲,3
レックスＳアーム,0,1,5,2,6,99,53,81,2,-1,0,-4,-2,聴覚保護,2,スタミナ,1,食いしん坊,4,加護,-2,,,轟竜の鋭牙,3,轟竜の上鱗,6,堅竜骨,2,狗竜の皮,5
レックスＳガード,0,2,5,2,6,99,30,47,3,0,0,-2,-1,聴覚保護,2,スタミナ,1,食いしん坊,3,加護,-3,,,轟竜の鋭牙,3,轟竜の上鱗,6,堅竜骨,2,狗竜の皮,5
アグナＳアーム,0,1,5,1,6,99,53,81,4,-4,-2,0,-4,体術,2,斬れ味,2,火属性攻撃,6,水属性攻撃,-1,,,炎戈竜の鋭爪,5,炎戈竜の堅殻,5,炎戈竜の尻尾,1,溶岩塊,6
アグナＳガード,0,2,5,1,6,99,30,47,5,-2,-1,0,-2,通常弾強化,2,火属性攻撃,5,精密射撃,1,水属性攻撃,-3,,,炎戈竜の鋭爪,5,炎戈竜の堅殻,5,炎戈竜の尻尾,1,溶岩塊,6
ドボルＳアーム,0,1,5,2,6,99,53,81,-3,1,-2,-2,0,重撃,3,攻撃,2,達人,-2,体力,2,,,尾槌竜の堅殻,6,尾槌竜の堅尾甲,2,尾槌竜の堅苔甲,5,垂皮竜の上皮,6
ドボルＳガード,0,2,5,2,6,99,30,47,-2,3,-1,-1,0,重撃,3,反動,2,達人,-1,体力,3,,,尾槌竜の堅殻,6,尾槌竜の堅尾甲,2,尾槌竜の堅苔甲,5,垂皮竜の上皮,6
城塞遊撃隊【手甲】,0,1,5,0,6,99,47,77,0,0,0,0,0,剥ぎ取り,3,達人,4,回復量,2,運気,-4,,,峯山龍の堅岩殻,9,峯山龍の腕甲,1,凍結袋,4,ユクモチケット,3
城塞弓撃隊【手甲】,0,2,5,0,6,99,26,45,0,0,0,0,0,剥ぎ取り,3,達人,3,回復量,4,運気,-3,,,峯山龍の堅岩殻,9,峯山龍の腕甲,1,凍結袋,4,ユクモチケット,3
ギルドバードＳアーム,1,1,5,2,6,99,44,74,0,0,0,0,0,捕獲,2,観察眼,1,広域,4,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,マレコガネ,4,潤った堅胸殻,3
ギルドバードＳカフス,1,2,5,2,6,99,24,43,0,0,0,0,0,捕獲,2,観察眼,2,広域,3,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,マレコガネ,4,潤った堅胸殻,3
スカラーＳグラブ,2,1,5,2,6,99,44,74,0,0,0,0,0,捕獲,2,観察眼,1,広域,4,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,マレコガネ,4,潤った堅胸殻,3
スカラーＳカフス,2,2,5,2,6,99,24,43,0,0,0,0,0,捕獲,2,観察眼,2,広域,3,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,マレコガネ,4,潤った堅胸殻,3
マギュルＳラーマ,1,1,5,2,4,6,32,64,-4,1,2,0,0,溜め短縮,2,回避性能,2,高速設置,3,ガード性能,-2,,,王族カナブン,4,ペピポパンプキン,5,モンスターの濃汁,3,トウガラシ,15
マギュルＳラーマ,2,1,5,2,4,6,32,64,-4,1,2,0,0,溜め短縮,2,回避性能,2,高速設置,3,ガード性能,-2,,,王族カナブン,4,ペピポパンプキン,5,モンスターの濃汁,3,トウガラシ,15
マギュルＳアスト,1,2,5,2,4,6,16,37,-2,2,4,0,0,溜め短縮,2,回避性能,1,高速設置,4,精密射撃,-2,,,王族カナブン,4,ペピポパンプキン,5,モンスターの濃汁,3,トウガラシ,15
マギュルＳアスト,2,2,5,2,4,6,16,37,-2,2,4,0,0,溜め短縮,2,回避性能,1,高速設置,4,精密射撃,-2,,,王族カナブン,4,ペピポパンプキン,5,モンスターの濃汁,3,トウガラシ,15
ヴァイクＳアーム,0,1,5,1,4,99,38,70,0,3,-2,-2,0,斬れ味,3,納刀,3,水属性攻撃,4,研ぎ師,-1,,,デプスライト鉱石,3,ヨロイシダイ,4,古代魚,3,上質なヒレ,4
ヴァイクＳガード,0,2,5,1,4,99,20,41,0,5,-4,-1,0,通常弾強化,4,納刀,1,水属性攻撃,4,装填速度,-2,,,デプスライト鉱石,3,ヨロイシダイ,4,古代魚,3,上質なヒレ,4
ロワーガＳマーノ,1,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,3,達人,2,雷耐性,3,加護,-3,,,マレコガネ,3,オオクワアゲハ,2,アルビノエキス,5,にが虫,10
ロワーガＳブラッソ,1,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,2,達人,2,雷耐性,4,加護,-3,,,マレコガネ,3,オオクワアゲハ,2,アルビノエキス,5,にが虫,10
ファルメルＳマーノ,2,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,3,達人,2,雷耐性,3,加護,-3,,,マレコガネ,3,オオクワアゲハ,2,アルビノエキス,5,にが虫,10
ファルメルＳブラッソ,2,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,2,達人,2,雷耐性,4,加護,-3,,,マレコガネ,3,オオクワアゲハ,2,アルビノエキス,5,にが虫,10
アーティアＳアーム,0,1,5,1,5,99,47,77,0,-4,2,-4,3,剣術,5,ガード強化,1,研ぎ師,-5,,,,,細い太古の破片,3,さびた破片,5,ユニオン鉱石,3,ドラグライト鉱石,9
アーティアＳガード,0,2,5,1,5,99,26,45,0,-2,4,-2,5,速射,1,反動,5,装填速度,-5,,,,,細い太古の破片,3,さびた破片,5,ユニオン鉱石,3,ドラグライト鉱石,9
撫子【蕾袖】,2,1,5,1,6,6,38,70,0,0,0,0,0,広域,2,千里眼,4,観察眼,4,毒,-1,,,ユクモの堅木,3,ドリンクチケット,1,細い太古の破片,1,イチノタチウオ,3
桔梗【蕾袖】,2,2,5,1,6,6,20,41,0,0,0,0,0,広域,4,千里眼,4,観察眼,1,毒,-2,,,ユクモの堅木,3,ドリンクチケット,1,細い太古の破片,1,イチノタチウオ,3
高級ユアミリスト,0,0,5,2,6,99,24,47,-2,2,-2,-2,0,運気,4,効果持続,2,攻撃,-3,,,,,勇気の証Ｇ,1,温泉チケット,8,ドリンクチケット,4,ユクモチケット,3
三眼の腕輪,0,0,5,3,4,6,14,37,0,3,0,-3,0,,,,,,,,,,,カブレライト鉱石,3,ライトクリスタル,2,,,,
ドーベルアーム,0,1,6,3,6,99,50,80,-2,0,0,0,4,龍属性攻撃,4,回避性能,1,腹減り,-1,龍耐性,1,,,いにしえの龍骨,3,黒轟竜の尖爪,3,古龍の血,2,竜骨【大】,5
ドーベルガード,0,2,6,3,6,99,28,47,-1,0,0,0,5,龍属性攻撃,2,回避性能,2,腹減り,-2,龍耐性,1,,,いにしえの龍骨,3,黒轟竜の尖爪,3,古龍の血,2,竜骨【大】,5
ペッコＵアーム,0,1,6,3,5,99,38,70,-3,-1,-5,4,2,広域,4,食事,1,雷属性攻撃,1,氷属性攻撃,-1,,,電気石,3,紅彩鳥の上鱗,3,極彩色の羽根,2,ドスヘラクレス,3
ペッコＵガード,0,2,6,3,5,99,20,41,-2,0,-3,5,3,広域,4,食事,1,雷属性攻撃,1,氷属性攻撃,-1,,,電気石,3,紅彩鳥の上鱗,3,極彩色の羽根,2,ドスヘラクレス,3
ルドロスＵアーム,0,1,6,1,4,99,41,71,-4,2,0,-2,1,スタミナ,3,特殊攻撃,5,水耐性,2,雷耐性,-1,,,紫水獣の鋭爪,4,海綿質の紫皮,2,紫水獣の上鱗,2,大水袋,2
ルドロスＵガード,0,2,6,1,4,99,22,41,-2,4,1,-1,2,スタミナ,2,特殊攻撃,5,水耐性,1,雷耐性,-3,,,紫水獣の鋭爪,4,海綿質の紫皮,2,紫水獣の上鱗,2,大水袋,2
ボロスＵアーム,0,1,6,3,5,99,44,74,-5,2,3,-2,0,KO,1,防御,4,火属性攻撃,-1,減気攻撃,1,,,氷砕竜の鋭爪,4,氷砕竜の堅殻,2,上竜骨,3,大猪の硬い皮,3
ボロスＵガード,0,2,6,3,5,99,24,43,-4,3,5,-1,0,貫通弾強化,1,氷属性攻撃,1,防御,4,火属性攻撃,-1,,,氷砕竜の鋭爪,4,氷砕竜の堅殻,2,上竜骨,3,大猪の硬い皮,3
ネブラＵアーム,0,1,6,3,5,99,47,77,0,-4,3,4,-2,溜め短縮,1,減気攻撃,1,氷属性攻撃,-3,スタミナ,2,,,電怪竜の鋭爪,1,おそろしいクチ,2,尖竜骨,2,グラシスメタル,4
ネブラＵガード,0,2,6,3,5,99,26,45,0,-2,4,5,-1,溜め短縮,2,減気攻撃,1,氷属性攻撃,-2,スタミナ,2,,,電怪竜の鋭爪,1,おそろしいクチ,2,尖竜骨,2,グラシスメタル,4
ナルガＵアーム,0,1,6,2,5,99,50,80,-3,1,0,-4,-1,スタミナ,1,気力回復,5,体術,-1,回避性能,2,,,緑迅竜の鋭刃翼,4,緑迅竜の上鱗,5,迅竜の尾棘,4,青熊獣の堅殻,4
ナルガＵガード,0,2,6,2,5,99,28,47,-1,3,1,-2,0,スタミナ,1,気力回復,4,体術,-2,回避性能,2,,,緑迅竜の鋭刃翼,4,緑迅竜の上鱗,5,迅竜の尾棘,4,青熊獣の堅殻,4
ベリオＵアーム,0,1,6,1,6,99,50,80,2,1,-4,-3,0,回避距離,5,体術,3,気配,2,回避性能,-1,,,風牙竜の鋭爪,1,風牙竜の堅殻,3,風牙竜の上毛皮,4,青熊獣の剛毛,6
ベリオＵガード,0,2,6,1,6,99,28,47,4,2,-2,-1,0,回避距離,3,体術,3,気配,3,回避性能,-2,,,風牙竜の鋭爪,1,風牙竜の堅殻,3,風牙竜の上毛皮,4,青熊獣の剛毛,6
ガンキンＵアーム,0,1,6,2,5,99,53,81,3,-5,-2,1,-3,ガード性能,5,気力回復,1,爆弾強化,1,龍耐性,-2,,,鋼鎚竜の上鱗,4,爆鎚竜の紅玉,1,溶岩塊,5,赤甲獣の尖爪,3
ガンキンＵガード,0,2,6,2,5,99,30,47,5,-4,-1,2,-2,散弾強化,1,爆弾強化,1,龍耐性,-3,装填速度,4,,,鋼鎚竜の上鱗,4,爆鎚竜の紅玉,1,溶岩塊,5,赤甲獣の尖爪,3
ディアブロＵアーム,0,1,6,1,6,99,56,84,2,-1,-3,-1,-1,抜刀減気,3,KO,3,減気攻撃,3,龍属性攻撃,-2,,,黒角竜の堅殻,4,角竜の牙,5,角竜の延髄,1,狗竜の爪,4
ディアブロＵガード,0,2,6,1,6,99,32,49,4,0,-2,0,0,反動,5,装填速度,4,通常弾追加,1,龍属性攻撃,-1,,,黒角竜の堅殻,4,角竜の牙,5,角竜の延髄,1,狗竜の爪,4
レックスＵアーム,0,1,6,2,6,99,56,84,2,-4,0,-2,-1,聴覚保護,1,溜め短縮,3,千里眼,3,加護,-2,,,黒轟竜の鋭牙,3,黒轟竜の上鱗,5,堅竜骨,3,溶岩獣の上鱗,10
レックスＵガード,0,2,6,2,6,99,32,49,4,-2,0,-1,0,聴覚保護,1,溜め短縮,1,千里眼,4,加護,-3,,,黒轟竜の鋭牙,3,黒轟竜の上鱗,5,堅竜骨,3,溶岩獣の上鱗,10
アグナＵアーム,0,1,6,3,6,99,56,84,-4,2,3,-2,-4,ガード性能,1,ガード強化,1,火属性攻撃,-3,水耐性,2,,,凍戈竜の鋭爪,3,凍戈竜の堅殻,5,竜玉,1,眠狗竜の尖爪,3
アグナＵガード,0,2,6,3,6,99,32,49,-2,4,5,-1,-2,装填速度,1,貫通弾追加,1,火属性攻撃,-3,水耐性,2,,,凍戈竜の鋭爪,3,凍戈竜の堅殻,5,竜玉,1,眠狗竜の尖爪,3
ダマスクアーム,0,1,6,1,6,99,59,86,-2,2,1,-3,-1,匠,4,雷属性攻撃,4,研ぎ師,2,斬れ味,-1,,,峯山龍の上蒼鱗,4,銀火竜の上鱗,4,火竜の煌液,3,峯山龍の甲岩殻,3
ダマスクガード,0,2,6,1,6,99,34,50,-1,3,3,-2,0,装填数,4,散弾強化,1,雷属性攻撃,5,反動,-1,,,峯山龍の上蒼鱗,4,銀火竜の上鱗,4,火竜の煌液,3,峯山龍の甲岩殻,3
ゴールドルナアーム,0,1,7,0,6,99,56,84,2,-2,0,-4,3,重撃,4,加護,2,運気,5,雷耐性,-2,,,金火竜の堅殻,5,火竜の翼爪,3,雌火竜の紅玉,1,ユニオン鉱石,4
ゴールドルナガード,0,2,7,0,6,99,32,49,4,-1,0,-3,4,重撃,3,加護,3,運気,4,雷耐性,-3,,,金火竜の堅殻,5,火竜の翼爪,3,雌火竜の紅玉,1,ユニオン鉱石,4
シルバーソルアーム,0,1,7,3,6,99,56,84,2,-2,0,-4,3,痛撃,2,斬れ味,1,攻撃,2,体力,-2,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
シルバーソルガード,0,2,7,3,6,99,32,49,4,-1,0,-3,4,痛撃,2,通常弾強化,1,攻撃,2,体力,-2,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
バンギスアーム,0,1,7,2,6,99,59,86,0,0,1,-4,-4,匠,2,食事,5,氷耐性,1,斬れ味,-1,,,恐暴竜の黒鱗,6,恐暴竜の大牙,5,恐暴竜の唾液,3,迅竜の骨髄,1
バンギスガード,0,2,7,2,6,99,34,50,0,0,3,-2,-2,装填数,3,食事,4,氷耐性,1,反動,-1,,,恐暴竜の黒鱗,6,恐暴竜の大牙,5,恐暴竜の唾液,3,迅竜の骨髄,1
大和・覇【篭手】,1,1,7,2,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,3,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,6,峯山龍の腕甲,1,大地の龍玉,1,デプスライト鉱石,3
陸奥・覇【篭手】,1,2,7,2,6,99,34,50,5,1,-2,1,-2,溜め短縮,3,貫通弾強化,1,達人,2,回復速度,-3,,,峯山龍の上蒼鱗,6,峯山龍の腕甲,1,大地の龍玉,1,デプスライト鉱石,3
日向・覇【篭手】,2,1,7,2,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,3,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,6,峯山龍の腕甲,1,大地の龍玉,1,デプスライト鉱石,3
天城・覇【篭手】,2,2,7,2,6,99,34,50,5,1,-2,1,-2,溜め短縮,3,貫通弾強化,1,達人,2,回復速度,-3,,,峯山龍の上蒼鱗,6,峯山龍の腕甲,1,大地の龍玉,1,デプスライト鉱石,3
アカムトサクンペ,0,1,7,3,6,99,62,89,4,0,2,-3,-5,重撃,1,聴覚保護,2,火属性攻撃,2,加護,-2,,,覇竜の剛爪,5,覇竜の上鱗,4,覇竜の宝玉,1,炎戈竜の上ヒレ,2
アカムトノキリペ,0,2,7,3,6,99,36,52,5,-1,4,-2,-4,重撃,2,聴覚保護,2,火属性攻撃,1,加護,-2,,,覇竜の剛爪,5,覇竜の上鱗,4,覇竜の宝玉,1,炎戈竜の上ヒレ,2
ウカムルサクンペ,0,1,7,0,6,99,62,89,-5,0,4,-3,-2,痛撃,1,氷属性攻撃,7,溜め短縮,-3,斬れ味,2,,,崩竜の腹鱗,5,崩竜の穿爪,3,崩竜の尻尾,1,電怪竜の鋭爪,2
ウカムルノキリペ,0,2,7,0,6,99,36,52,-4,0,5,-1,-1,痛撃,2,氷属性攻撃,6,溜め短縮,-3,通常弾強化,2,,,崩竜の腹鱗,5,崩竜の穿爪,3,崩竜の尻尾,1,電怪竜の鋭爪,2
エスカドラアムズ,0,1,7,2,6,99,62,89,-3,0,3,1,-4,属性攻撃,3,属性耐性,1,回避距離,4,底力,-1,,,煌黒龍の尖爪,6,煌黒龍の堅逆殻,6,古龍の血,1,上質な黒巻き角,1
エスカドラアルマ,0,2,7,2,6,99,36,52,-3,1,3,3,-2,属性攻撃,2,属性耐性,1,回避距離,4,底力,-2,,,煌黒龍の尖爪,6,煌黒龍の堅逆殻,6,古龍の血,1,上質な黒巻き角,1
荒天【袂】,0,1,7,0,6,99,62,89,-3,4,0,0,-5,本気,5,匠,2,水属性攻撃,5,食事,-1,,,嵐龍の鋭爪,4,嵐龍の飛膜,4,嵐気胞,3,雷狼竜の碧玉,1
蒼天【袂】,0,2,7,0,6,99,36,52,-2,5,0,0,-4,本気,5,装填数,2,水属性攻撃,5,食事,-1,,,嵐龍の鋭爪,4,嵐龍の飛膜,4,嵐気胞,3,雷狼竜の碧玉,1
大海賊Ｊグラブ,0,1,7,0,6,99,26,56,-3,-3,-3,-3,-3,剥ぎ取り,2,運気,4,捕獲,3,加護,-4,,,伝説Ｊチケット,1,電怪竜の上皮,6,火竜の紅玉,1,炎戈竜の堅殻,5
大海賊Ｊカフス,0,2,7,0,6,99,13,32,-2,-2,-2,-2,-2,剥ぎ取り,2,運気,3,捕獲,4,加護,-4,,,伝説Ｊチケット,1,電怪竜の上皮,6,火竜の紅玉,1,炎戈竜の堅殻,5
スネークグラブ,1,1,7,2,6,99,47,82,1,1,1,1,1,溜め短縮,2,体術,3,高速設置,2,腹減り,-2,,,ビッグボスの称号,1,潜口竜の尖爪,2,潜口竜の堅殻,3,尾槌竜の堅殻,3
スネークアーム,1,2,7,1,6,99,26,49,2,2,2,2,2,装填数,4,精密射撃,3,高速設置,2,腹減り,-2,,,ビッグボスの称号,1,潜口竜の尖爪,2,潜口竜の堅殻,3,尾槌竜の堅殻,3
ザ・ボスグラブ,2,1,7,2,6,99,47,82,1,1,1,1,1,気配,2,溜め短縮,2,千里眼,4,属性攻撃,-1,,,ビッグボスの称号,1,潜口竜の尖爪,2,潜口竜の堅殻,3,尾槌竜の堅殻,3
ザ・ボスアーム,2,2,7,1,6,99,26,49,2,2,2,2,2,気配,2,装填数,3,千里眼,3,属性攻撃,-3,,,ビッグボスの称号,1,潜口竜の尖爪,2,潜口竜の堅殻,3,尾槌竜の堅殻,3
ユニクログローブ,0,1,7,2,6,99,47,82,-3,1,4,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の尖爪,4,雷狼竜の尖爪,3,雷狼竜の高電殻,1
ユニクログラブ,0,2,7,2,6,99,26,49,-4,2,5,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の尖爪,4,雷狼竜の尖爪,3,雷狼竜の高電殻,1
