#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／HR（99=集会場入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,氷耐性,雷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ラングロＳメイル,0,1,5,0,5,99,41,71,2,-4,-2,-1,2,回避性能,3,耐震,3,火耐性,3,水耐性,-2,,,赤甲獣の堅殻,3,赤甲獣の蛇腹甲,4,堅牢な骨,2,獄炎石,1
ラングロＳレジスト,0,2,5,0,5,99,22,41,4,-2,-1,0,4,回避性能,3,通常弾追加,3,火耐性,3,水耐性,-2,,,赤甲獣の堅殻,3,赤甲獣の蛇腹甲,4,堅牢な骨,2,獄炎石,1
レイアＳメイル,0,1,5,0,5,99,44,74,2,0,0,-2,-4,体力,1,回復速度,4,水属性攻撃,-2,加護,4,,,雌火竜の上鱗,4,火竜の延髄,1,雌火竜の逆鱗,1,紅蓮石,2
レイアＳレジスト,0,2,5,0,5,99,24,43,4,0,1,-1,-3,体力,2,回復速度,3,水属性攻撃,-2,加護,4,,,雌火竜の上鱗,4,火竜の延髄,1,雌火竜の逆鱗,1,紅蓮石,2
ハプルＳメイル,0,1,5,0,5,99,44,74,2,-1,-3,-2,0,食事,5,水属性攻撃,3,納刀,1,雷属性攻撃,-2,,,潜口竜の上皮,4,潜口竜の堅殻,4,極彩色の体液,4,フロギィの皮,5
ハプルＳレジスト,0,2,5,0,5,99,24,43,4,0,-2,-1,0,食事,5,水属性攻撃,3,納刀,1,雷属性攻撃,-2,,,潜口竜の上皮,4,潜口竜の堅殻,4,極彩色の体液,4,フロギィの皮,5
ネブラＳメイル,0,1,5,1,5,99,44,74,-4,0,3,3,-2,特殊攻撃,3,雷耐性,2,斬れ味,2,調合成功率,-2,,,毒怪竜の鋭爪,2,毒怪竜の上皮,4,不気味な毒腺,3,ライトクリスタル,2
ネブラＳレジスト,0,2,5,1,5,99,24,43,-2,0,4,4,-1,特殊攻撃,3,雷耐性,1,貫通弾追加,3,調合成功率,-2,,,毒怪竜の鋭爪,2,毒怪竜の上皮,4,不気味な毒腺,3,ライトクリスタル,2
ナルガＳメイル,0,1,5,0,5,99,47,77,-3,1,0,-4,-1,回避距離,3,回避性能,5,気配,1,スタミナ,-2,,,迅竜の上鱗,4,迅竜の鋭牙,5,迅竜の延髄,1,王族カナブン,6
ナルガＳレジスト,0,2,5,0,5,99,26,45,-1,3,1,-2,0,回避距離,2,回避性能,5,気配,2,スタミナ,-2,,,迅竜の上鱗,4,迅竜の鋭牙,5,迅竜の延髄,1,王族カナブン,6
ベリオＳメイル,0,1,5,2,5,99,47,77,-4,1,2,-3,-1,回避性能,3,体術,1,氷属性攻撃,1,気力回復,-2,,,氷牙竜の堅殻,4,氷牙竜の尻尾,1,竜玉,1,白兎獣の毛,6
ベリオＳレジスト,0,2,5,2,5,99,26,45,-2,2,4,-1,0,回避性能,3,体術,1,氷属性攻撃,1,気力回復,-2,,,氷牙竜の堅殻,4,氷牙竜の尻尾,1,竜玉,1,白兎獣の毛,6
レウスＳメイル,0,1,5,2,5,99,50,80,2,-1,-1,-2,-4,痛撃,3,攻撃,1,研ぎ師,1,回復量,-2,,,火竜の上鱗,5,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
レウスＳレジスト,0,2,5,2,5,99,28,47,4,0,0,-1,-2,痛撃,3,速射,1,攻撃,1,回復量,-2,,,火竜の上鱗,5,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
ガンキンＳメイル,0,1,5,2,5,99,50,80,2,-5,-2,1,-3,抜刀減気,1,抜刀会心,1,水耐性,-2,火耐性,3,,,爆鎚竜の堅殻,5,爆鎚竜の顎,3,爆鎚竜の鱗,6,獄炎石,1
ガンキンＳレジスト,0,2,5,2,5,99,28,47,4,-4,-1,2,-2,貫通弾強化,1,反動,1,水耐性,-2,火耐性,3,,,爆鎚竜の堅殻,5,爆鎚竜の顎,3,爆鎚竜の鱗,6,獄炎石,1
ジンオウＳメイル,0,1,5,3,6,99,53,81,-1,-2,-3,4,0,本気,1,雷属性攻撃,1,回避距離,1,気配,-2,,,雷狼竜の高電毛,4,雷狼竜の堅殻,5,雷狼竜の碧玉,1,雷光虫,20
ジンオウＳレジスト,0,2,5,3,6,99,30,47,0,-1,-1,5,0,本気,1,雷属性攻撃,1,回避距離,1,気配,-2,,,雷狼竜の高電毛,4,雷狼竜の堅殻,5,雷狼竜の碧玉,1,雷光虫,20
ディアブロＳメイル,0,1,5,2,6,99,53,81,2,-1,-3,-1,-1,抜刀会心,2,納刀,2,耐震,1,特殊攻撃,-2,,,角竜の堅甲,5,上質なねじれた角,3,角竜の背甲,3,草食竜の甲殻,7
ディアブロＳレジスト,0,2,5,2,6,99,30,47,4,0,-2,0,0,貫通弾強化,2,通常弾追加,2,納刀,1,特殊攻撃,-2,,,角竜の堅甲,5,上質なねじれた角,3,角竜の背甲,3,草食竜の甲殻,7
レックスＳメイル,0,1,5,0,6,99,53,81,2,-1,0,-4,-2,聴覚保護,4,スタミナ,3,食いしん坊,1,加護,-3,,,轟竜の尖爪,4,轟竜の堅殻,6,轟竜の頭殻,1,狗竜の上皮,6
レックスＳレジスト,0,2,5,0,6,99,30,47,3,0,0,-2,-1,聴覚保護,3,スタミナ,3,食いしん坊,2,加護,-3,,,轟竜の尖爪,4,轟竜の堅殻,6,轟竜の頭殻,1,狗竜の上皮,6
アグナＳメイル,0,1,5,2,6,99,53,81,4,-4,-2,0,-4,体術,2,斬れ味,1,水属性攻撃,-2,火耐性,2,,,炎戈竜の上皮,4,炎戈竜の上ヒレ,2,炎戈竜の堅殻,5,獄炎石,2
アグナＳレジスト,0,2,5,2,6,99,30,47,5,-2,-1,0,-2,通常弾強化,1,精密射撃,2,水属性攻撃,-2,火耐性,2,,,炎戈竜の上皮,4,炎戈竜の上ヒレ,2,炎戈竜の堅殻,5,獄炎石,2
ドボルＳメイル,0,1,5,1,6,99,53,81,-3,1,-2,-2,0,重撃,2,底力,1,攻撃,4,達人,-2,,,尾槌竜の尖角,2,尾槌竜のコブ,4,竜玉,1,ファンゴの毛皮,6
ドボルＳレジスト,0,2,5,1,6,99,30,47,-2,3,-1,-1,0,重撃,2,底力,2,反動,2,達人,-3,,,尾槌竜の尖角,2,尾槌竜のコブ,4,竜玉,1,ファンゴの毛皮,6
城塞遊撃隊【胴巻】,0,1,5,0,6,99,47,77,0,0,0,0,0,剥ぎ取り,2,達人,4,回復量,2,運気,-3,,,嵐龍の飛膜,3,峯山龍の蒼鱗,3,電撃袋,4,ユクモチケット,3
城塞弓撃隊【胴巻】,0,2,5,0,6,99,26,45,0,0,0,0,0,剥ぎ取り,2,達人,4,回復量,2,運気,-3,,,嵐龍の飛膜,3,峯山龍の蒼鱗,3,電撃袋,4,ユクモチケット,3
ギルドバードＳスーツ,1,1,5,1,6,99,44,74,0,0,0,0,0,捕獲,3,観察眼,1,広域,3,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,獄炎石,2,不気味な猛毒腺,3
ギルドバードＳベスト,1,2,5,1,6,99,24,43,0,0,0,0,0,捕獲,3,観察眼,2,広域,2,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,獄炎石,2,不気味な猛毒腺,3
スカラーＳスーツ,2,1,5,1,6,99,44,74,0,0,0,0,0,捕獲,3,観察眼,1,広域,3,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,獄炎石,2,不気味な猛毒腺,3
スカラーＳベスト,2,2,5,1,6,99,24,43,0,0,0,0,0,捕獲,3,観察眼,2,広域,2,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,獄炎石,2,不気味な猛毒腺,3
マギュルＳトロンコ,1,1,5,1,4,6,32,64,-4,1,2,0,0,溜め短縮,1,回避性能,2,ガード性能,-2,効果持続,4,,,王族カナブン,3,ペピポパンプキン,4,秘薬,2,サボテンの花,15
マギュルＳトロンコ,2,1,5,1,4,6,32,64,-4,1,2,0,0,溜め短縮,1,回避性能,2,ガード性能,-2,効果持続,4,,,王族カナブン,3,ペピポパンプキン,4,秘薬,2,サボテンの花,15
マギュルＳシュタム,1,2,5,1,4,6,16,37,-2,2,4,0,0,溜め短縮,1,回避性能,2,精密射撃,-2,効果持続,4,,,王族カナブン,3,ペピポパンプキン,4,秘薬,2,サボテンの花,15
マギュルＳシュタム,2,2,5,1,4,6,16,37,-2,2,4,0,0,溜め短縮,1,回避性能,2,精密射撃,-2,効果持続,4,,,王族カナブン,3,ペピポパンプキン,4,秘薬,2,サボテンの花,15
ヴァイクＳメイル,0,1,5,2,4,99,38,70,0,3,-2,-2,0,斬れ味,1,納刀,1,水属性攻撃,4,研ぎ師,-1,,,デプスライト鉱石,2,ヨロイシダイ,5,うなりうねり貝,5,バクレツアロワナ,10
ヴァイクＳレジスト,0,2,5,2,4,99,20,41,0,5,-4,-1,0,通常弾強化,1,納刀,1,水属性攻撃,3,装填速度,-2,,,デプスライト鉱石,2,ヨロイシダイ,5,うなりうねり貝,5,バクレツアロワナ,10
ロワーガＳペット,1,1,5,3,5,99,44,74,-5,0,-1,3,1,聴覚保護,1,雷耐性,1,加護,-2,気絶,1,,,マレコガネ,2,オオクワアゲハ,3,ハナスズムシ,5,イレグイモムシ,10
ロワーガＳペクトス,1,2,5,3,5,99,24,43,-4,0,0,5,3,聴覚保護,1,雷耐性,1,加護,-2,気絶,1,,,マレコガネ,2,オオクワアゲハ,3,ハナスズムシ,5,イレグイモムシ,10
ファルメルＳペット,2,1,5,3,5,99,44,74,-5,0,-1,3,1,聴覚保護,1,雷耐性,1,加護,-2,気絶,1,,,マレコガネ,2,オオクワアゲハ,3,ハナスズムシ,5,イレグイモムシ,10
ファルメルＳペクトス,2,2,5,3,5,99,24,43,-4,0,0,5,3,聴覚保護,1,雷耐性,1,加護,-2,気絶,1,,,マレコガネ,2,オオクワアゲハ,3,ハナスズムシ,5,イレグイモムシ,10
アーティアＳメイル,0,1,5,1,5,99,47,77,0,-4,2,-4,3,剣術,1,ガード強化,5,研ぎ師,-3,,,,,大きな太古の破片,3,さびた破片,5,ユニオン鉱石,3,カブレライト鉱石,6
アーティアＳレジスト,0,2,5,1,5,99,26,45,0,-2,4,-2,5,速射,5,反動,1,装填速度,-3,,,,,大きな太古の破片,3,さびた破片,5,ユニオン鉱石,3,カブレライト鉱石,6
撫子【花衣】,2,1,5,0,6,6,38,70,0,0,0,0,0,広域,5,千里眼,3,観察眼,1,毒,-2,,,ユクモの堅木,3,温泉チケット,3,大きな太古の破片,1,ハナスズムシ,3
桔梗【花衣】,2,2,5,0,6,6,20,41,0,0,0,0,0,広域,3,千里眼,3,観察眼,2,毒,-3,,,ユクモの堅木,3,温泉チケット,3,大きな太古の破片,1,ハナスズムシ,3
高級ユアミスガタ,0,0,5,1,6,99,24,47,-2,2,-2,-2,0,運気,3,効果持続,2,攻撃,-4,,,,,勇気の証Ｇ,1,温泉チケット,8,ドリンクチケット,4,ユクモチケット,3
どんぐりＳメイル,0,1,5,1,6,99,44,74,2,2,-2,0,0,爆弾強化,2,砲術,7,,,,,,,デプスライト鉱石,3,オトモチケット,8,獄炎石,3,鋼鎚竜の耐熱殻,4
どんぐりＳレジスト,0,2,5,1,6,99,24,43,2,2,-2,0,0,爆弾強化,2,砲術,7,,,,,,,デプスライト鉱石,3,オトモチケット,8,獄炎石,3,鋼鎚竜の耐熱殻,4
三眼の首飾り,0,0,5,3,4,6,14,37,3,-3,0,0,0,,,,,,,,,,,カブレライト鉱石,3,ライトクリスタル,2,,,,
ドーベルメイル,0,1,6,2,6,99,50,80,-2,0,0,0,4,気力回復,2,龍属性攻撃,1,回避性能,2,腹減り,-2,,,いにしえの龍骨,3,黒角竜の堅甲,4,堅竜骨,3,竜骨【小】,20
ドーベルレジスト,0,2,6,2,6,99,28,47,-1,0,0,0,5,気力回復,2,龍属性攻撃,1,回避性能,1,腹減り,-3,,,いにしえの龍骨,3,黒角竜の堅甲,4,堅竜骨,3,竜骨【小】,20
ペッコＵメイル,0,1,6,0,5,99,38,70,-3,-1,-5,4,2,広域,5,食事,3,雷属性攻撃,1,氷属性攻撃,-2,,,紅彩鳥の上鱗,3,極彩色の羽根,2,尖竜骨,1,王族カナブン,2
ペッコＵレジスト,0,2,6,0,5,99,20,41,-2,0,-3,5,3,広域,5,食事,3,雷属性攻撃,1,氷属性攻撃,-2,,,紅彩鳥の上鱗,3,極彩色の羽根,2,尖竜骨,1,王族カナブン,2
ルドロスＵメイル,0,1,6,3,4,99,41,71,-4,2,0,-2,1,スタミナ,1,特殊攻撃,1,水耐性,1,雷耐性,-2,,,海綿質の紫皮,3,水生獣の上皮,3,水生獣の皮,6,王族カナブン,2
ルドロスＵレジスト,0,2,6,3,4,99,22,41,-2,4,1,-1,2,スタミナ,1,特殊攻撃,1,水耐性,1,雷耐性,-2,,,海綿質の紫皮,3,水生獣の上皮,3,水生獣の皮,6,王族カナブン,2
ボロスＵメイル,0,1,6,1,5,99,44,74,-5,2,3,-2,0,KO,3,氷属性攻撃,3,火属性攻撃,-2,減気攻撃,1,,,氷砕竜の頭殻,3,氷砕竜の堅甲,4,凍った粘液塊,5,白兎獣の腹甲,4
ボロスＵレジスト,0,2,6,1,5,99,24,43,-4,3,5,-1,0,貫通弾強化,3,氷属性攻撃,1,火属性攻撃,-2,KO,3,,,氷砕竜の頭殻,3,氷砕竜の堅甲,4,凍った粘液塊,5,白兎獣の腹甲,4
ネブラＵメイル,0,1,6,3,5,99,47,77,0,-4,3,4,-2,溜め短縮,1,雷属性攻撃,1,減気攻撃,1,氷属性攻撃,-2,,,電怪竜の鋭爪,2,電怪竜の上皮,4,竜玉,1,眠狗竜の皮,5
ネブラＵレジスト,0,2,6,3,5,99,26,45,0,-2,4,5,-1,溜め短縮,1,雷属性攻撃,1,減気攻撃,1,氷属性攻撃,-2,,,電怪竜の鋭爪,2,電怪竜の上皮,4,竜玉,1,眠狗竜の皮,5
ナルガＵメイル,0,1,6,3,5,99,50,80,-3,1,0,-4,-1,スタミナ,1,気力回復,1,観察眼,1,体術,-2,,,緑迅竜の上鱗,5,緑迅竜の鋭牙,5,迅竜の延髄,1,マレコガネ,3
ナルガＵレジスト,0,2,6,3,5,99,28,47,-1,3,1,-2,0,スタミナ,1,気力回復,1,観察眼,1,体術,-2,,,緑迅竜の上鱗,5,緑迅竜の鋭牙,5,迅竜の延髄,1,マレコガネ,3
ベリオＵメイル,0,1,6,0,6,99,50,80,2,1,-4,-3,0,回避距離,5,体術,2,気配,2,回避性能,-2,,,風牙竜の堅殻,3,風牙竜の尻尾,1,尖竜骨,5,マレコガネ,2
ベリオＵレジスト,0,2,6,0,6,99,28,47,4,2,-2,-1,0,回避距離,5,体術,2,気配,2,回避性能,-2,,,風牙竜の堅殻,3,風牙竜の尻尾,1,尖竜骨,5,マレコガネ,2
ガンキンＵメイル,0,1,6,1,5,99,53,81,3,-5,-2,1,-3,ガード性能,5,気力回復,2,爆弾強化,1,龍耐性,-1,,,鋼鎚竜の剛顎,3,鋼鎚竜の耐熱殻,2,鋼鎚竜の上鱗,5,ユニオン鉱石,3
ガンキンＵレジスト,0,2,6,1,5,99,30,47,5,-4,-1,2,-2,散弾強化,3,気力回復,3,爆弾強化,2,龍耐性,-1,,,鋼鎚竜の剛顎,3,鋼鎚竜の耐熱殻,2,鋼鎚竜の上鱗,5,ユニオン鉱石,3
ディアブロＵメイル,0,1,6,3,6,99,56,84,2,-1,-3,-1,-1,抜刀減気,1,KO,1,減気攻撃,1,龍属性攻撃,-2,,,上質な黒巻き角,2,黒角竜の堅甲,5,角竜の骨髄,2,狗竜の尖爪,4
ディアブロＵレジスト,0,2,6,3,6,99,32,49,4,0,-2,0,0,反動,1,装填速度,2,通常弾追加,1,龍属性攻撃,-1,,,上質な黒巻き角,2,黒角竜の堅甲,5,角竜の骨髄,2,狗竜の尖爪,4
レックスＵメイル,0,1,6,0,6,99,56,84,2,-4,0,-2,-1,聴覚保護,3,溜め短縮,1,千里眼,4,加護,-3,,,黒轟竜の尖爪,5,黒轟竜の堅殻,4,黒轟竜の鋭牙,2,獄炎石,3
レックスＵレジスト,0,2,6,0,6,99,32,49,4,-2,0,-1,0,聴覚保護,3,溜め短縮,3,千里眼,3,加護,-2,,,黒轟竜の尖爪,5,黒轟竜の堅殻,4,黒轟竜の鋭牙,2,獄炎石,3
アグナＵメイル,0,1,6,1,6,99,56,84,-4,2,3,-2,-4,ガード性能,2,ガード強化,1,氷属性攻撃,4,火属性攻撃,-2,,,凍戈竜の上皮,4,凍戈竜の上ヒレ,3,凍戈竜の堅殻,5,眠狗竜の皮,4
アグナＵレジスト,0,2,6,1,6,99,32,49,-2,4,5,-1,-2,装填速度,2,氷属性攻撃,4,貫通弾追加,1,火属性攻撃,-2,,,凍戈竜の上皮,4,凍戈竜の上ヒレ,3,凍戈竜の堅殻,5,眠狗竜の皮,4
ダマスクメイル,0,1,6,2,6,99,59,86,-2,2,1,-3,-1,匠,1,雷属性攻撃,1,研ぎ師,1,斬れ味,-4,,,猛々しい龍鋭牙,4,銀火竜の堅殻,6,火竜の煌液,3,峯山龍の蒼鱗,3
ダマスクレジスト,0,2,6,2,6,99,34,50,-1,3,3,-2,0,装填数,1,散弾強化,1,雷属性攻撃,1,反動,-4,,,猛々しい龍鋭牙,4,銀火竜の堅殻,6,火竜の煌液,3,峯山龍の蒼鱗,3
ゴールドルナメイル,0,1,7,3,6,99,56,84,2,-2,0,-4,3,重撃,1,加護,1,運気,1,雷耐性,-2,,,金火竜の上鱗,5,火竜の延髄,1,雌火竜の逆鱗,2,ユニオン鉱石,4
ゴールドルナレジスト,0,2,7,3,6,99,32,49,4,-1,0,-3,4,重撃,1,加護,1,運気,1,雷耐性,-2,,,金火竜の上鱗,5,火竜の延髄,1,雌火竜の逆鱗,2,ユニオン鉱石,4
シルバーソルメイル,0,1,7,2,6,99,56,84,2,-2,0,-4,3,痛撃,2,斬れ味,1,攻撃,1,体力,-3,,,銀火竜の堅殻,5,銀火竜の上鱗,6,火竜の翼膜,3,堅竜骨,3
シルバーソルレジスト,0,2,7,2,6,99,32,49,4,-1,0,-3,4,痛撃,1,通常弾強化,2,攻撃,1,体力,-3,,,銀火竜の堅殻,5,銀火竜の上鱗,6,火竜の翼膜,3,堅竜骨,3
バンギスメイル,0,1,7,0,6,99,59,86,0,0,1,-4,-4,匠,3,食事,3,氷耐性,3,斬れ味,-2,,,恐暴竜の大牙,5,恐暴竜の鉤爪,4,恐暴竜の黒皮,5,雷狼竜の逆鱗,1
バンギスレジスト,0,2,7,0,6,99,34,50,0,0,3,-2,-2,装填数,3,食事,3,氷耐性,3,反動,-2,,,恐暴竜の大牙,5,恐暴竜の鉤爪,4,恐暴竜の黒皮,5,雷狼竜の逆鱗,1
大和・覇【胴当て】,1,1,7,1,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,1,達人,4,回復速度,-2,,,峯山龍の堅岩殻,6,猛々しい龍鋭牙,4,古龍の血,1,上質なヒレ,6
陸奥・覇【胴当て】,1,2,7,1,6,99,34,50,5,1,-2,1,-2,溜め短縮,2,貫通弾強化,1,達人,4,回復速度,-2,,,峯山龍の堅岩殻,6,猛々しい龍鋭牙,4,古龍の血,1,上質なヒレ,6
日向・覇【胸当て】,2,1,7,1,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,1,達人,4,回復速度,-2,,,峯山龍の堅岩殻,6,猛々しい龍鋭牙,4,古龍の血,1,上質なヒレ,6
天城・覇【胸当て】,2,2,7,1,6,99,34,50,5,1,-2,1,-2,溜め短縮,2,貫通弾強化,1,達人,4,回復速度,-2,,,峯山龍の堅岩殻,6,猛々しい龍鋭牙,4,古龍の血,1,上質なヒレ,6
アカムトウルンテ,0,1,7,1,6,99,62,89,4,0,2,-3,-5,重撃,2,聴覚保護,3,火属性攻撃,1,加護,-3,,,覇竜の大牙,3,覇竜の大棘,2,覇竜の上鱗,4,火竜の紅玉,1
アカムトウルンペ,0,2,7,1,6,99,36,52,5,-1,4,-2,-4,重撃,1,聴覚保護,4,火属性攻撃,1,加護,-3,,,覇竜の大牙,3,覇竜の大棘,2,覇竜の上鱗,4,火竜の紅玉,1
ウカムルウルンテ,0,1,7,3,6,99,62,89,-5,0,4,-3,-2,痛撃,1,剣術,1,氷属性攻撃,1,溜め短縮,-2,,,崩竜の上ビレ,5,崩竜の削顎,3,崩竜の堅殻,5,凍戈竜の碇口,1
ウカムルウルンペ,0,2,7,3,6,99,36,52,-4,0,5,-1,-1,痛撃,1,速射,1,氷属性攻撃,1,溜め短縮,-2,,,崩竜の上ビレ,5,崩竜の削顎,3,崩竜の堅殻,5,凍戈竜の碇口,1
エスカドラソウル,0,1,7,1,6,99,62,89,-3,0,3,1,-4,属性攻撃,2,属性耐性,1,回避距離,4,底力,-2,,,煌黒龍の堅逆殻,6,煌黒龍の尖爪,6,砕けた天角,4,潜口竜の頭殻,3
エスカドラゼーレ,0,2,7,1,6,99,36,52,-3,1,3,3,-2,属性攻撃,2,属性耐性,3,回避距離,2,底力,-2,,,煌黒龍の堅逆殻,6,煌黒龍の尖爪,6,砕けた天角,4,潜口竜の頭殻,3
荒天【衣】,0,1,7,0,6,99,62,89,-3,4,0,0,-5,本気,2,匠,5,水属性攻撃,2,食事,-2,,,嵐龍の胸殻,5,嵐龍の堅殻,5,天空の龍玉,1,高級なトサカ,3
蒼天【衣】,0,2,7,0,6,99,36,52,-2,5,0,0,-4,本気,3,装填数,5,水属性攻撃,1,食事,-2,,,嵐龍の胸殻,5,嵐龍の堅殻,5,天空の龍玉,1,高級なトサカ,3
狩猟戦線ジャケット,0,1,7,0,6,99,47,82,2,2,2,2,2,逆境,10,,,,,,,,,白鴉の羽根,3,氷牙竜の上毛皮,4,上質な毛皮,6,勇気の証Ｇ,1
狩猟戦線ライダース,0,2,7,0,6,99,26,49,2,2,2,2,2,逆境,10,,,,,,,,,白鴉の羽根,3,氷牙竜の上毛皮,4,上質な毛皮,6,勇気の証Ｇ,1
大海賊Ｊスーツ,0,1,7,0,6,99,26,56,-3,-3,-3,-3,-3,剥ぎ取り,2,運気,2,捕獲,3,加護,-4,,,伝説Ｊチケット,1,紅彩鳥の翼,2,不気味な上皮,2,赤熱した堅胸殻,3
大海賊Ｊジャケット,0,2,7,0,6,99,13,32,-2,-2,-2,-2,-2,剥ぎ取り,2,運気,2,捕獲,3,加護,-4,,,伝説Ｊチケット,1,紅彩鳥の翼,2,不気味な上皮,2,赤熱した堅胸殻,3
スネークスーツ,1,1,7,0,6,99,47,82,1,1,1,1,1,溜め短縮,2,体術,3,高速設置,2,腹減り,-4,,,ビッグボスの称号,1,潜口竜の堅殻,6,潜口竜の上皮,2,尾槌竜の堅苔甲,2
スネークボディ,1,2,7,1,6,99,26,49,2,2,2,2,2,装填数,3,精密射撃,3,高速設置,1,腹減り,-2,,,ビッグボスの称号,1,潜口竜の堅殻,6,潜口竜の上皮,2,尾槌竜の堅苔甲,2
ザ・ボススーツ,2,1,7,2,6,99,47,82,1,1,1,1,1,気配,2,溜め短縮,2,千里眼,2,属性攻撃,-1,,,ビッグボスの称号,1,潜口竜の堅殻,6,潜口竜の上皮,2,尾槌竜の堅苔甲,2
ザ・ボスボディ,2,2,7,1,6,99,26,49,2,2,2,2,2,気配,2,装填数,3,千里眼,2,属性攻撃,-2,,,ビッグボスの称号,1,潜口竜の堅殻,6,潜口竜の上皮,2,尾槌竜の堅苔甲,2
ユニクロダウン,0,1,7,1,6,99,47,82,-3,1,4,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の堅殻,3,竜玉,1,雷狼竜の高電毛,2
ユニクロジャケット,0,2,7,1,6,99,26,49,-4,2,5,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の堅殻,3,竜玉,1,雷狼竜の高電毛,2
坊屋ジャケット,1,1,7,0,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の堅殻,4,轟竜の堅殻,4,迅竜の上黒毛,4
坊屋ジャンパー,1,2,7,0,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の堅殻,4,轟竜の堅殻,4,迅竜の上黒毛,4
坊屋ジャケット,2,1,7,0,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の堅殻,4,轟竜の堅殻,4,迅竜の上黒毛,4
坊屋ジャンパー,2,2,7,0,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の堅殻,4,轟竜の堅殻,4,迅竜の上黒毛,4
モンハン部ジャケット,0,1,7,0,6,99,47,82,3,3,3,3,3,狩人,10,,,,,,,,,モンハン部入部届,3,恐暴竜の黒皮,2,極彩色の羽根,2,,
モンハン部ジャージ,0,2,7,0,6,99,26,49,4,4,4,4,4,狩人,10,,,,,,,,,モンハン部入部届,3,恐暴竜の黒皮,2,極彩色の羽根,2,,
