#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／HR（99=集会場入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,氷耐性,雷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ナルガＳコート,0,2,5,2,5,99,26,45,-1,3,1,-2,0,回避距離,1,気配,2,スタミナ,-3,高速設置,3,,,迅竜の上黒毛,5,迅竜の尻尾,1,迅竜の鋭刃翼,3,青熊獣の堅殻,4
ベリオＳフォールド,0,1,5,0,5,99,47,77,-4,1,2,-3,-1,回避性能,5,氷属性攻撃,3,気力回復,-2,スタミナ,3,,,琥珀色の鋭牙,2,氷牙竜の棘,4,尖竜骨,4,白兎獣の腹甲,4
ベリオＳコート,0,2,5,0,5,99,26,45,-2,2,4,-1,0,回避性能,2,氷属性攻撃,5,気力回復,-3,スタミナ,3,,,琥珀色の鋭牙,2,氷牙竜の棘,4,尖竜骨,4,白兎獣の腹甲,4
レウスＳフォールド,0,1,5,2,5,99,50,80,2,-1,-1,-2,-4,痛撃,1,研ぎ師,3,回復量,-2,火属性攻撃,3,,,火竜の堅殻,6,火竜の翼膜,4,火竜の逆鱗,1,ユニオン鉱石,2
レウスＳコート,0,2,5,2,5,99,28,47,4,0,0,-1,-2,痛撃,1,速射,2,回復量,-3,火属性攻撃,3,,,火竜の堅殻,6,火竜の翼膜,4,火竜の逆鱗,1,ユニオン鉱石,2
ガンキンＳフォールド,0,1,5,3,5,99,50,80,2,-5,-2,1,-3,抜刀減気,1,抜刀会心,1,水耐性,-3,火耐性,2,,,爆鎚竜の上鱗,6,爆鎚竜の紅玉,1,爆鎚竜の甲殻,4,赤甲獣の甲殻,5
ガンキンＳコート,0,2,5,3,5,99,28,47,4,-4,-1,2,-2,貫通弾強化,2,反動,1,水耐性,-2,火耐性,2,,,爆鎚竜の上鱗,6,爆鎚竜の紅玉,1,爆鎚竜の甲殻,4,赤甲獣の甲殻,5
ジンオウＳフォールド,0,1,5,1,6,99,53,81,-1,-2,-3,4,0,本気,2,雷属性攻撃,6,回避距離,1,気配,-2,,,雷狼竜の堅殻,5,雷狼竜の高電毛,3,雷狼竜の尻尾,1,雷狼竜の逆鱗,1
ジンオウＳコート,0,2,5,1,6,99,30,47,0,-1,-1,5,0,本気,4,雷属性攻撃,3,回避距離,2,気配,-2,,,雷狼竜の堅殻,5,雷狼竜の高電毛,3,雷狼竜の尻尾,1,雷狼竜の逆鱗,1
ディアブロＳコイル,0,1,5,2,6,99,53,81,2,-1,-3,-1,-1,抜刀会心,2,納刀,4,耐震,2,特殊攻撃,-1,,,角竜の堅甲,6,角竜の牙,6,角竜の延髄,1,草食竜の堅殻,6
ディアブロＳコート,0,2,5,2,6,99,30,47,4,0,-2,0,0,貫通弾強化,1,通常弾追加,3,納刀,2,特殊攻撃,-3,,,角竜の堅甲,6,角竜の牙,6,角竜の延髄,1,草食竜の堅殻,6
レックスＳフォールド,0,1,5,2,6,99,53,81,2,-1,0,-4,-2,聴覚保護,2,スタミナ,3,食いしん坊,2,加護,-2,,,轟竜の堅殻,6,轟竜の上鱗,5,竜玉,1,水生獣の上皮,3
レックスＳコート,0,2,5,2,6,99,30,47,3,0,0,-2,-1,聴覚保護,2,スタミナ,1,食いしん坊,5,加護,-1,,,轟竜の堅殻,6,轟竜の上鱗,5,竜玉,1,水生獣の上皮,3
アグナＳフォールド,0,1,5,1,6,99,53,81,4,-4,-2,0,-4,体術,3,斬れ味,2,水属性攻撃,-2,火耐性,4,,,炎戈竜の上ヒレ,3,炎戈竜の燃鱗,5,溶岩獣の上鱗,8,毒狗竜の皮,5
アグナＳコート,0,2,5,1,6,99,30,47,5,-2,-1,0,-2,通常弾強化,2,精密射撃,4,水属性攻撃,-1,火耐性,4,,,炎戈竜の上ヒレ,3,炎戈竜の燃鱗,5,溶岩獣の上鱗,8,毒狗竜の皮,5
ドボルＳフォールド,0,1,5,1,6,99,53,81,-3,1,-2,-2,0,重撃,2,底力,5,達人,-1,体力,3,,,尾槌竜の堅苔甲,4,尾槌竜の堅殻,6,尾槌竜の仙骨,1,垂皮竜の皮,6
ドボルＳコート,0,2,5,1,6,99,30,47,-2,3,-1,-1,0,重撃,2,底力,5,達人,-1,体力,3,,,尾槌竜の堅苔甲,4,尾槌竜の堅殻,6,尾槌竜の仙骨,1,垂皮竜の皮,6
城塞遊撃隊【鎖帯】,0,1,5,2,6,99,47,77,0,0,0,0,0,剥ぎ取り,4,達人,2,回復量,1,運気,-2,,,峯山龍の上蒼鱗,6,峯山龍の甲岩殻,2,大水袋,4,ユクモチケット,3
城塞弓撃隊【弾帯】,0,2,5,2,6,99,26,45,0,0,0,0,0,剥ぎ取り,3,達人,1,回復量,2,運気,-3,,,峯山龍の上蒼鱗,6,峯山龍の甲岩殻,2,大水袋,4,ユクモチケット,3
ギルドバードＳコイル,1,1,5,3,6,99,44,74,0,0,0,0,0,捕獲,1,観察眼,2,広域,2,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,グラシスメタル,4,強靱な胸膜,4
ギルドバードＳコート,1,2,5,3,6,99,24,43,0,0,0,0,0,捕獲,1,観察眼,1,広域,2,運気,-3,,,勇気の証Ｇ,1,ドリンクチケット,2,グラシスメタル,4,強靱な胸膜,4
スカラーＳスカート,2,1,5,3,6,99,44,74,0,0,0,0,0,捕獲,1,観察眼,2,広域,2,運気,-2,,,勇気の証Ｇ,1,ドリンクチケット,2,グラシスメタル,4,強靱な胸膜,4
スカラーＳフリル,2,2,5,3,6,99,24,43,0,0,0,0,0,捕獲,1,観察眼,1,広域,2,運気,-3,,,勇気の証Ｇ,1,ドリンクチケット,2,グラシスメタル,4,強靱な胸膜,4
マギュルＳオッハ,1,1,5,0,4,6,32,64,-4,1,2,0,0,溜め短縮,4,高速設置,2,ガード性能,-1,効果持続,6,,,王族カナブン,4,ペピポパンプキン,5,飛甲虫の堅殻,4,霜ふり草,15
マギュルＳオッハ,2,1,5,0,4,6,32,64,-4,1,2,0,0,溜め短縮,4,高速設置,2,ガード性能,-1,効果持続,6,,,王族カナブン,4,ペピポパンプキン,5,飛甲虫の堅殻,4,霜ふり草,15
マギュルＳブラット,1,2,5,0,4,6,16,37,-2,2,4,0,0,溜め短縮,4,高速設置,1,精密射撃,-2,効果持続,6,,,王族カナブン,4,ペピポパンプキン,5,飛甲虫の堅殻,4,霜ふり草,15
マギュルＳブラット,2,2,5,0,4,6,16,37,-2,2,4,0,0,溜め短縮,4,高速設置,1,精密射撃,-2,効果持続,6,,,王族カナブン,4,ペピポパンプキン,5,飛甲虫の堅殻,4,霜ふり草,15
ヴァイクＳフォールド,0,1,5,1,4,99,38,70,0,3,-2,-2,0,斬れ味,2,納刀,1,研ぎ師,-3,回復速度,5,,,デプスライト鉱石,2,ヨロイシダイ,5,カクサンデメキン,5,サシミウオ,20
ヴァイクＳコート,0,2,5,1,4,99,20,41,0,5,-4,-1,0,通常弾強化,2,納刀,3,装填速度,-1,回復速度,5,,,デプスライト鉱石,2,ヨロイシダイ,5,カクサンデメキン,5,サシミウオ,20
ロワーガＳアンカ,1,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,3,雷耐性,3,加護,-1,気絶,4,,,マレコガネ,2,オオクワアゲハ,3,光蟲,10,ボンバッタ,10
ロワーガＳコクサ,1,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,2,雷耐性,4,加護,-1,気絶,4,,,マレコガネ,2,オオクワアゲハ,3,光蟲,10,ボンバッタ,10
ファルメルＳアンカ,2,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,3,雷耐性,3,加護,-1,気絶,4,,,マレコガネ,2,オオクワアゲハ,3,光蟲,10,ボンバッタ,10
ファルメルＳコクサ,2,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,2,雷耐性,4,加護,-1,気絶,4,,,マレコガネ,2,オオクワアゲハ,3,光蟲,10,ボンバッタ,10
撫子【枝垂】,2,1,5,1,6,6,38,70,0,0,0,0,0,広域,4,千里眼,4,観察眼,1,毒,-2,,,ユクモの堅木,3,オトモチケット,2,ヨロイシダイ,5,うなりうねり貝,3
桔梗【枝垂】,2,2,5,1,6,6,20,41,0,0,0,0,0,広域,5,千里眼,2,観察眼,3,毒,-1,,,ユクモの堅木,3,オトモチケット,2,ヨロイシダイ,5,うなりうねり貝,3
三眼の腰飾り,0,0,5,3,4,6,14,37,0,0,-3,3,0,,,,,,,,,,,カブレライト鉱石,3,ライトクリスタル,2,,,,
ドーベルコイル,0,1,6,0,6,99,50,80,-2,0,0,0,4,気力回復,5,龍属性攻撃,3,回避性能,2,腹減り,-3,,,いにしえの龍骨,3,雷狼竜の尖爪,3,堅牢な骨,5,竜骨【中】,10
ドーベルコート,0,2,6,0,6,99,28,47,-1,0,0,0,5,気力回復,4,龍属性攻撃,5,回避性能,2,腹減り,-2,,,いにしえの龍骨,3,雷狼竜の尖爪,3,堅牢な骨,5,竜骨【中】,10
ペッコＵコイル,0,1,6,1,5,99,38,70,-3,-1,-5,4,2,広域,1,食事,3,雷属性攻撃,5,氷属性攻撃,-2,,,紅彩鳥の翼,3,紅彩鳥の上鱗,3,尖竜骨,1,ドスヘラクレス,3
ペッコＵコート,0,2,6,1,5,99,20,41,-2,0,-3,5,3,広域,1,食事,2,雷属性攻撃,5,氷属性攻撃,-3,,,紅彩鳥の翼,3,紅彩鳥の上鱗,3,尖竜骨,1,ドスヘラクレス,3
ルドロスＵフォールド,0,1,6,3,4,99,41,71,-4,2,0,-2,1,スタミナ,2,特殊攻撃,1,水耐性,1,雷耐性,-3,,,海綿質の紫皮,3,未熟な海綿質,6,尖竜骨,2,王族カナブン,2
ルドロスＵコート,0,2,6,3,4,99,22,41,-2,4,1,-1,2,スタミナ,2,特殊攻撃,2,水耐性,1,雷耐性,-2,,,海綿質の紫皮,3,未熟な海綿質,6,尖竜骨,2,王族カナブン,2
ボロスＵフォールド,0,1,6,0,5,99,44,74,-5,2,3,-2,0,KO,4,氷属性攻撃,2,火属性攻撃,-2,減気攻撃,5,,,氷砕竜の堅殻,3,氷砕竜の堅甲,4,尖竜骨,2,白兎獣の剛毛,4
ボロスＵコート,0,2,6,0,5,99,24,43,-4,3,5,-1,0,貫通弾強化,3,氷属性攻撃,5,火属性攻撃,-3,KO,2,,,氷砕竜の堅殻,3,氷砕竜の堅甲,4,尖竜骨,2,白兎獣の剛毛,4
ネブラＵフォールド,0,1,6,2,5,99,47,77,0,-4,3,4,-2,溜め短縮,1,減気攻撃,2,氷属性攻撃,-2,スタミナ,4,,,電怪竜の上皮,4,電怪竜の鋭爪,1,電撃袋,4,アイシスメタル,6
ネブラＵコート,0,2,6,2,5,99,26,45,0,-2,4,5,-1,溜め短縮,1,減気攻撃,2,氷属性攻撃,-2,スタミナ,4,,,電怪竜の上皮,4,電怪竜の鋭爪,1,電撃袋,4,アイシスメタル,6
ナルガＵフォールド,0,1,6,0,5,99,50,80,-3,1,0,-4,-1,スタミナ,2,観察眼,6,体術,-2,回避性能,3,,,緑迅竜の上斑毛,6,迅竜の尾棘,5,竜玉,1,王族カナブン,6
ナルガＵコート,0,2,6,1,5,99,28,47,-1,3,1,-2,0,スタミナ,2,観察眼,4,体術,-2,回避性能,3,,,緑迅竜の上斑毛,6,迅竜の尾棘,5,竜玉,1,王族カナブン,6
ベリオＵフォールド,0,1,6,3,6,99,50,80,2,1,-4,-3,0,回避距離,1,体術,3,気配,1,回避性能,-2,,,群青色の鋭牙,2,強靱な胸膜,5,竜玉,1,草食竜の堅殻,6
ベリオＵコート,0,2,6,3,6,99,28,47,4,2,-2,-1,0,回避距離,1,体術,3,気配,1,回避性能,-2,,,群青色の鋭牙,2,強靱な胸膜,5,竜玉,1,草食竜の堅殻,6
ガンキンＵフォールド,0,1,6,0,5,99,53,81,3,-5,-2,1,-3,ガード性能,1,気力回復,4,爆弾強化,5,龍耐性,-3,,,鋼鎚竜の耐熱殻,3,鋼鎚竜の上鱗,4,鋼鎚竜の堅殻,4,獄炎石,1
ガンキンＵコート,0,2,6,0,5,99,30,47,5,-4,-1,2,-2,散弾強化,4,気力回復,3,爆弾強化,4,龍耐性,-2,,,鋼鎚竜の耐熱殻,3,鋼鎚竜の上鱗,4,鋼鎚竜の堅殻,4,獄炎石,1
ディアブロＵコイル,0,1,6,3,6,99,56,84,2,-1,-3,-1,-1,抜刀減気,1,KO,2,減気攻撃,2,龍属性攻撃,-2,,,黒角竜の堅甲,6,黒角竜の堅殻,5,角竜の牙,6,上質な腹袋,3
ディアブロＵコート,0,2,6,3,6,99,32,49,4,0,-2,0,0,反動,1,装填速度,1,通常弾追加,3,龍属性攻撃,-2,,,黒角竜の堅甲,6,黒角竜の堅殻,5,角竜の牙,6,上質な腹袋,3
レックスＵフォールド,0,1,6,3,6,99,56,84,2,-4,0,-2,-1,聴覚保護,2,溜め短縮,2,千里眼,1,加護,-2,,,黒轟竜の堅殻,4,黒轟竜の上鱗,6,竜玉,1,溶岩獣の鱗,8
レックスＵコート,0,2,6,3,6,99,32,49,4,-2,0,-1,0,聴覚保護,1,溜め短縮,2,千里眼,2,加護,-2,,,黒轟竜の堅殻,4,黒轟竜の上鱗,6,竜玉,1,溶岩獣の鱗,8
アグナＵフォールド,0,1,6,3,6,99,56,84,-4,2,3,-2,-4,ガード性能,1,ガード強化,1,火属性攻撃,-3,水耐性,2,,,凍戈竜の上ヒレ,2,凍戈竜の尻尾,1,凍戈竜の上皮,4,眠狗竜の爪,3
アグナＵコート,0,2,6,3,6,99,32,49,-2,4,5,-1,-2,装填速度,1,貫通弾追加,1,火属性攻撃,-3,水耐性,2,,,凍戈竜の上ヒレ,2,凍戈竜の尻尾,1,凍戈竜の上皮,4,眠狗竜の爪,3
ダマスクコイル,0,1,6,3,6,99,59,86,-2,2,1,-3,-1,匠,2,雷属性攻撃,1,研ぎ師,2,斬れ味,-2,,,峯山龍の堅岩殻,6,金火竜の上鱗,4,銀火竜の上鱗,4,たくましい龍牙,1
ダマスクコート,0,2,6,3,6,99,34,50,-1,3,3,-2,0,装填数,2,散弾強化,2,雷属性攻撃,1,反動,-2,,,峯山龍の堅岩殻,6,金火竜の上鱗,4,銀火竜の上鱗,4,たくましい龍牙,1
ゴールドルナコイル,0,1,7,3,6,99,56,84,2,-2,0,-4,3,重撃,1,加護,1,運気,3,雷耐性,-2,,,金火竜の上鱗,5,雌火竜の翼膜,5,火竜の煌液,3,獄炎石,2
ゴールドルナコート,0,2,7,3,6,99,32,49,4,-1,0,-3,4,重撃,1,加護,1,運気,3,雷耐性,-2,,,金火竜の上鱗,5,雌火竜の翼膜,5,火竜の煌液,3,獄炎石,2
シルバーソルコイル,0,1,7,2,6,99,56,84,2,-2,0,-4,3,痛撃,3,斬れ味,3,攻撃,2,体力,-1,,,銀火竜の堅殻,5,火竜の翼膜,3,火竜の逆鱗,2,爆炎袋,3
シルバーソルコート,0,2,7,2,6,99,32,49,4,-1,0,-3,4,痛撃,3,通常弾強化,3,攻撃,2,体力,-1,,,銀火竜の堅殻,5,火竜の翼膜,3,火竜の逆鱗,2,爆炎袋,3
バンギスコイル,0,1,7,0,6,99,59,86,0,0,1,-4,-4,胴系統複製,1,,,,,,,,,恐暴竜の黒皮,4,恐暴竜の宝玉,1,恐暴竜の黒鱗,6,尾槌竜の尾骨,1
バンギスコート,0,2,7,0,6,99,34,50,0,0,3,-2,-2,胴系統複製,1,,,,,,,,,恐暴竜の黒皮,4,恐暴竜の宝玉,1,恐暴竜の黒鱗,6,尾槌竜の尾骨,1
大和・覇【腰当て】,1,1,7,0,6,99,59,86,3,0,-3,0,-3,溜め短縮,3,剣術,3,達人,6,回復速度,-1,,,峯山龍の上腕甲,4,峯山龍の堅岩殻,6,峯山龍の蒼鱗,5,火竜の逆鱗,1
陸奥・覇【腰当て】,1,2,7,0,6,99,34,50,5,1,-2,1,-2,溜め短縮,1,貫通弾強化,4,達人,6,回復速度,-2,,,峯山龍の上腕甲,4,峯山龍の堅岩殻,6,峯山龍の蒼鱗,5,火竜の逆鱗,1
日向・覇【腰当て】,2,1,7,0,6,99,59,86,3,0,-3,0,-3,溜め短縮,3,剣術,3,達人,6,回復速度,-1,,,峯山龍の上腕甲,4,峯山龍の堅岩殻,6,峯山龍の蒼鱗,5,火竜の逆鱗,1
天城・覇【腰当て】,2,2,7,0,6,99,34,50,5,1,-2,1,-2,溜め短縮,1,貫通弾強化,4,達人,6,回復速度,-2,,,峯山龍の上腕甲,4,峯山龍の堅岩殻,6,峯山龍の蒼鱗,5,火竜の逆鱗,1
アカムトイッケク,0,1,7,0,6,99,62,89,4,0,2,-3,-5,重撃,4,聴覚保護,5,火属性攻撃,2,加護,-2,,,覇竜の堅殻,5,覇竜の大牙,3,覇竜の尻尾,1,雌火竜の紅玉,1
アカムトイッケタリ,0,2,7,0,6,99,36,52,5,-1,4,-2,-4,重撃,4,聴覚保護,4,火属性攻撃,3,加護,-2,,,覇竜の堅殻,5,覇竜の大牙,3,覇竜の尻尾,1,雌火竜の紅玉,1
ウカムルイッケク,0,1,7,1,6,99,62,89,-5,0,4,-3,-2,痛撃,4,剣術,2,溜め短縮,-1,斬れ味,4,,,崩竜の堅殻,6,崩竜の穿爪,3,崩竜の宝玉,1,氷牙竜の鋭爪,1
ウカムルイッケタリ,0,2,7,1,6,99,36,52,-4,0,5,-1,-1,痛撃,2,速射,3,溜め短縮,-2,通常弾強化,4,,,崩竜の堅殻,6,崩竜の穿爪,3,崩竜の宝玉,1,氷牙竜の鋭爪,1
エスカドラマイト,0,1,7,3,6,99,62,89,3,0,-3,1,-4,属性攻撃,1,属性耐性,2,回避距離,2,底力,-2,,,煌黒龍の翼膜,1,煌黒龍の尻尾,1,煌黒龍の逆鱗,5,轟竜の頭殻,3
エスカドラフォルス,0,2,7,3,6,99,36,52,3,1,-3,3,-2,属性攻撃,1,属性耐性,2,回避距離,2,底力,-2,,,煌黒龍の翼膜,1,煌黒龍の尻尾,1,煌黒龍の逆鱗,5,轟竜の頭殻,3
荒天【帯】,0,1,7,3,6,99,62,89,-3,4,0,0,-5,本気,2,匠,1,水属性攻撃,2,食事,-2,,,嵐龍の尻尾,1,嵐龍の飛膜,4,嵐龍の堅殻,5,迅竜の延髄,1
蒼天【帯】,0,2,7,3,6,99,36,52,-2,5,0,0,-4,本気,2,装填数,1,水属性攻撃,3,食事,-2,,,嵐龍の尻尾,1,嵐龍の飛膜,4,嵐龍の堅殻,5,迅竜の延髄,1
大海賊Ｊコイル,0,1,7,0,6,99,26,56,-3,-3,-3,-3,-3,剥ぎ取り,4,運気,3,捕獲,3,加護,-3,,,伝説Ｊチケット,1,電怪竜の鋭爪,2,鋼鎚竜の耐熱殻,3,炎戈竜の上皮,4
大海賊Ｊスカート,0,2,7,0,6,99,13,32,-2,-2,-2,-2,-2,剥ぎ取り,3,運気,3,捕獲,4,加護,-3,,,伝説Ｊチケット,1,電怪竜の鋭爪,2,鋼鎚竜の耐熱殻,3,炎戈竜の上皮,4
スネークベルト,1,1,7,2,6,99,47,82,1,1,1,1,1,溜め短縮,2,体術,3,高速設置,2,腹減り,-2,,,ビッグボスの称号,1,潜口竜の尖爪,1,竜玉,1,尾槌竜の堅殻,3
スネークバンド,1,2,7,1,6,99,26,49,2,2,2,2,2,装填数,3,精密射撃,4,高速設置,2,腹減り,-2,,,ビッグボスの称号,1,潜口竜の尖爪,1,竜玉,1,尾槌竜の堅殻,3
ザ・ボスベルト,2,1,7,2,6,99,47,82,1,1,1,1,1,気配,2,溜め短縮,2,千里眼,3,属性攻撃,-2,,,ビッグボスの称号,1,潜口竜の尖爪,1,竜玉,1,尾槌竜の堅殻,3
ザ・ボスバンド,2,2,7,1,6,99,26,49,2,2,2,2,2,気配,2,装填数,3,千里眼,4,属性攻撃,-2,,,ビッグボスの称号,1,潜口竜の尖爪,1,竜玉,1,尾槌竜の堅殻,3
ユニクロリングベルト,0,1,7,2,6,99,47,82,-3,1,4,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の上鱗,4,雷狼竜の高電殻,1,雷狼竜の碧玉,1
ユニクロポーチ,0,2,7,2,6,99,26,49,-4,2,5,0,0,聴覚保護,1,回避距離,4,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の上鱗,4,雷狼竜の高電殻,1,雷狼竜の碧玉,1
坊屋ベルト,1,1,7,0,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,4,気配,-4,,,,,鈴蘭最強の証,2,火竜の尻尾,2,轟竜の尻尾,2,迅竜の尻尾,2
坊屋バックル,1,2,7,0,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,4,気配,-4,,,,,鈴蘭最強の証,2,火竜の尻尾,2,轟竜の尻尾,2,迅竜の尻尾,2
坊屋ベルト,2,1,7,0,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,4,気配,-4,,,,,鈴蘭最強の証,2,火竜の尻尾,2,轟竜の尻尾,2,迅竜の尻尾,2
坊屋バックル,2,2,7,0,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,4,気配,-4,,,,,鈴蘭最強の証,2,火竜の尻尾,2,轟竜の尻尾,2,迅竜の尻尾,2
