#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／HR（99=集会場入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,氷耐性,雷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ネブラＳグリーヴ,0,1,5,2,5,99,44,74,-4,0,3,3,-2,特殊攻撃,3,斬れ味,1,調合成功率,-2,腹減り,3,,,不気味な猛毒腺,3,不気味な上皮,2,おそろしいクチ,2,眠狗竜の上皮,4
ネブラＳレギンス,0,2,5,2,5,99,24,43,-2,0,4,4,-1,特殊攻撃,3,貫通弾追加,1,調合成功率,-2,腹減り,3,,,不気味な猛毒腺,3,不気味な上皮,2,おそろしいクチ,2,眠狗竜の上皮,4
ナルガＳグリーヴ,0,1,5,2,5,99,47,77,-3,1,0,-4,-1,回避距離,4,気配,2,スタミナ,-1,高速設置,2,,,迅竜の鋭牙,5,迅竜の上鱗,5,迅竜の骨髄,2,マレコガネ,3
ナルガＳレギンス,0,2,5,2,5,99,26,45,-1,3,1,-2,0,回避距離,4,気配,1,スタミナ,-2,高速設置,2,,,迅竜の鋭牙,5,迅竜の上鱗,5,迅竜の骨髄,2,マレコガネ,3
ベリオＳグリーヴ,0,1,5,1,5,99,47,77,-4,1,2,-3,-1,回避性能,2,体術,4,気力回復,-2,スタミナ,3,,,氷牙竜の上毛皮,5,氷牙竜の堅殻,3,氷牙竜の爪,1,白兎獣の剛毛,4
ベリオＳレギンス,0,2,5,1,5,99,26,45,-2,2,4,-1,0,回避性能,2,体術,4,気力回復,-2,スタミナ,3,,,氷牙竜の上毛皮,5,氷牙竜の堅殻,3,氷牙竜の爪,1,白兎獣の剛毛,4
レウスＳグリーヴ,0,1,5,1,5,99,50,80,2,-1,-1,-2,-4,痛撃,2,攻撃,5,研ぎ師,1,回復量,-3,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4
レウスＳレギンス,0,2,5,1,5,99,28,47,4,0,0,-1,-2,痛撃,2,速射,2,攻撃,5,回復量,-2,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4
ガンキンＳグリーヴ,0,1,5,2,5,99,50,80,2,-5,-2,1,-3,抜刀減気,2,抜刀会心,1,水耐性,-2,火耐性,4,,,爆鎚竜の堅殻,5,爆鎚竜の上鱗,6,竜玉,1,赤甲獣の蛇腹甲,2
ガンキンＳレギンス,0,2,5,2,5,99,28,47,4,-4,-1,2,-2,貫通弾強化,1,反動,1,水耐性,-3,火耐性,4,,,爆鎚竜の堅殻,5,爆鎚竜の上鱗,6,竜玉,1,赤甲獣の蛇腹甲,2
ジンオウＳグリーヴ,0,1,5,0,6,99,53,81,-1,-2,-3,4,0,本気,5,雷属性攻撃,1,回避距離,5,気配,-2,,,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10
ジンオウＳレギンス,0,2,5,0,6,99,30,47,0,-1,-1,5,0,本気,5,雷属性攻撃,1,回避距離,5,気配,-2,,,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10
ディアブロＳグリーヴ,0,1,5,2,6,99,53,81,2,-1,-3,-1,-1,抜刀会心,1,納刀,3,耐震,4,特殊攻撃,-1,,,角竜の堅殻,6,ねじれた角,5,堅竜骨,3,草食竜の頭殻,3
ディアブロＳレギンス,0,2,5,2,6,99,30,47,4,0,-2,0,0,貫通弾強化,1,通常弾追加,5,納刀,2,特殊攻撃,-1,,,角竜の堅殻,6,ねじれた角,5,堅竜骨,3,草食竜の頭殻,3
レックスＳグリーヴ,0,1,5,0,6,99,53,81,2,-1,0,-4,-2,聴覚保護,4,スタミナ,2,食いしん坊,5,加護,-2,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,水生獣の皮,6
レックスＳレギンス,0,2,5,0,6,99,30,47,3,0,0,-2,-1,聴覚保護,4,スタミナ,3,食いしん坊,4,加護,-2,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,水生獣の皮,6
アグナＳグリーヴ,0,1,5,2,6,99,53,81,4,-4,-2,0,-4,体術,4,斬れ味,1,火属性攻撃,1,水属性攻撃,-3,,,赤熱した堅胸殻,5,炎戈竜の上皮,4,竜玉,1,毒狗竜の腕甲,3
アグナＳレギンス,0,2,5,2,6,99,30,47,5,-2,-1,0,-2,通常弾強化,2,火属性攻撃,1,精密射撃,4,水属性攻撃,-2,,,赤熱した堅胸殻,5,炎戈竜の上皮,4,竜玉,1,毒狗竜の腕甲,3
ドボルＳグリーヴ,0,1,5,1,6,99,53,81,-3,1,-2,-2,0,重撃,2,底力,1,攻撃,6,達人,-2,,,尾槌竜の堅尾甲,3,尾槌竜の堅苔甲,5,尾槌竜のコブ,4,堅竜骨,5
ドボルＳレギンス,0,2,5,1,6,99,30,47,-2,3,-1,-1,0,重撃,1,底力,1,反動,6,達人,-3,,,尾槌竜の堅尾甲,3,尾槌竜の堅苔甲,5,尾槌竜のコブ,4,堅竜骨,5
城塞遊撃隊【足袋】,0,1,5,0,6,99,47,77,0,0,0,0,0,剥ぎ取り,4,達人,4,回復量,4,運気,-1,,,嵐龍の飛膜,3,峯山龍の蒼鱗,3,大地の龍玉,1,ユクモチケット,3
城塞弓撃隊【足袋】,0,2,5,0,6,99,26,45,0,0,0,0,0,剥ぎ取り,4,達人,4,回復量,3,運気,-2,,,嵐龍の飛膜,3,峯山龍の蒼鱗,3,大地の龍玉,1,ユクモチケット,3
ギルドバードＳブーツ,1,1,5,0,6,99,44,74,0,0,0,0,0,捕獲,5,観察眼,3,広域,4,運気,-1,,,勇気の証Ｇ,1,温泉チケット,5,ユニオン鉱石,3,極彩色の体液,3
ギルドバードＳフット,1,2,5,0,6,99,24,43,0,0,0,0,0,捕獲,3,観察眼,4,広域,4,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,ユニオン鉱石,3,極彩色の体液,3
スカラーＳソックス,2,1,5,0,6,99,44,74,0,0,0,0,0,捕獲,5,観察眼,3,広域,4,運気,-1,,,勇気の証Ｇ,1,温泉チケット,5,ユニオン鉱石,3,極彩色の体液,3
スカラーＳサンダル,2,2,5,0,6,99,24,43,0,0,0,0,0,捕獲,3,観察眼,4,広域,4,運気,-2,,,勇気の証Ｇ,1,温泉チケット,5,ユニオン鉱石,3,極彩色の体液,3
マギュルＳライース,1,1,5,2,4,6,32,64,-4,1,2,0,0,溜め短縮,2,回避性能,4,高速設置,1,ガード性能,-2,,,王族カナブン,4,ペピポパンプキン,4,上質な腹袋,3,ネムリ草,15
マギュルＳライース,2,1,5,2,4,6,32,64,-4,1,2,0,0,溜め短縮,2,回避性能,4,高速設置,1,ガード性能,-2,,,王族カナブン,4,ペピポパンプキン,4,上質な腹袋,3,ネムリ草,15
マギュルＳヴルツェル,1,2,5,2,4,6,16,37,-2,2,4,0,0,溜め短縮,1,回避性能,3,高速設置,2,精密射撃,-3,,,王族カナブン,4,ペピポパンプキン,4,上質な腹袋,3,ネムリ草,15
マギュルＳヴルツェル,2,2,5,2,4,6,16,37,-2,2,4,0,0,溜め短縮,1,回避性能,3,高速設置,2,精密射撃,-3,,,王族カナブン,4,ペピポパンプキン,4,上質な腹袋,3,ネムリ草,15
ヴァイクＳグリーヴ,0,1,5,2,4,99,38,70,0,3,-2,-2,0,斬れ味,1,納刀,2,研ぎ師,-3,回復速度,3,,,デプスライト鉱石,3,ヨロイシダイ,4,キレアジ,20,上質なヒレ,4
ヴァイクＳレギンス,0,2,5,2,4,99,20,41,0,5,-4,-1,0,通常弾強化,1,納刀,2,装填速度,-3,回復速度,3,,,デプスライト鉱石,3,ヨロイシダイ,4,キレアジ,20,上質なヒレ,4
ロワーガＳガンバ,1,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,1,達人,4,加護,-1,気絶,5,,,マレコガネ,3,オオクワアゲハ,2,モンスターの濃汁,3,ツチハチノコ,10
ロワーガＳフェムル,1,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,1,達人,3,加護,-2,気絶,5,,,マレコガネ,3,オオクワアゲハ,2,モンスターの濃汁,3,ツチハチノコ,10
ファルメルＳガンバ,2,1,5,1,5,99,44,74,-5,0,-1,3,1,聴覚保護,1,達人,4,加護,-1,気絶,5,,,マレコガネ,3,オオクワアゲハ,2,モンスターの濃汁,3,ツチハチノコ,10
ファルメルＳフェムル,2,2,5,1,5,99,24,43,-4,0,0,5,3,聴覚保護,1,達人,3,加護,-2,気絶,5,,,マレコガネ,3,オオクワアゲハ,2,モンスターの濃汁,3,ツチハチノコ,10
アーティアＳグリーヴ,0,1,5,1,5,6,47,77,0,-4,2,-4,3,剣術,4,ガード強化,5,研ぎ師,-2,,,,,長い太古の破片,3,さびた破片,5,カブレライト鉱石,6,ドラグライト鉱石,9
アーティアＳレギンス,0,2,5,1,5,6,26,45,0,-2,4,-2,5,速射,4,反動,5,装填速度,-2,,,,,長い太古の破片,3,さびた破片,5,カブレライト鉱石,6,ドラグライト鉱石,9
撫子【球袴】,2,1,5,1,6,6,38,70,0,0,0,0,0,広域,5,千里眼,2,観察眼,2,毒,-2,,,ユクモの堅木,3,ユクモチケット,2,長い太古の破片,1,オオクワアゲハ,5
桔梗【球袴】,2,2,5,1,6,6,20,41,0,0,0,0,0,広域,4,千里眼,2,観察眼,2,毒,-3,,,ユクモの堅木,3,ユクモチケット,2,長い太古の破片,1,オオクワアゲハ,5
高級ユアミサンダル,0,0,5,1,6,99,24,47,-2,2,-2,-2,0,運気,5,効果持続,3,攻撃,-3,,,,,勇気の証Ｇ,1,温泉チケット,8,ドリンクチケット,4,ユクモチケット,3
三眼の足輪,0,0,5,3,4,6,14,37,-3,0,3,0,0,,,,,,,,,,,カブレライト鉱石,3,ライトクリスタル,2,,,,
ドーベルグリーヴ,0,1,6,3,6,99,50,80,-2,0,0,0,4,龍属性攻撃,1,回避性能,1,腹減り,-1,龍耐性,4,,,いにしえの龍骨,3,凍戈竜の鋭爪,2,尖竜骨,5,大きな骨,10
ドーベルレギンス,0,2,6,3,6,99,28,47,-1,0,0,0,5,龍属性攻撃,1,回避性能,1,腹減り,-1,龍耐性,4,,,いにしえの龍骨,3,凍戈竜の鋭爪,2,尖竜骨,5,大きな骨,10
ペッコＵグリーヴ,0,1,6,2,5,99,38,70,-3,-1,-5,4,2,広域,5,食事,1,雷属性攻撃,1,氷属性攻撃,-2,,,紅彩鳥の上鱗,3,紅彩鳥の翼,2,竜玉,1,キラビートル,5
ペッコＵレギンス,0,2,6,2,5,99,20,41,-2,0,-3,5,3,広域,4,食事,1,雷属性攻撃,1,氷属性攻撃,-3,,,紅彩鳥の上鱗,3,紅彩鳥の翼,2,竜玉,1,キラビートル,5
ルドロスＵグリーヴ,0,1,6,1,4,99,41,71,-4,2,0,-2,1,スタミナ,3,特殊攻撃,5,雷耐性,-1,減気攻撃,2,,,紫水獣の鋭爪,3,紫水獣の上鱗,3,水生獣の上皮,3,キラビートル,5
ルドロスＵレギンス,0,2,6,1,4,99,22,41,-2,4,1,-1,2,スタミナ,3,水耐性,5,雷耐性,-1,減気攻撃,2,,,紫水獣の鋭爪,3,紫水獣の上鱗,3,水生獣の上皮,3,キラビートル,5
ボロスＵグリーヴ,0,1,6,3,5,99,44,74,-5,2,3,-2,0,KO,1,防御,3,火属性攻撃,-2,減気攻撃,1,,,氷砕竜の堅殻,3,氷砕竜の尻尾,1,氷砕竜の鋭爪,3,白兎獣の堅腹甲,3
ボロスＵレギンス,0,2,6,3,5,99,24,43,-4,3,5,-1,0,貫通弾強化,1,氷属性攻撃,1,防御,3,火属性攻撃,-2,,,氷砕竜の堅殻,3,氷砕竜の尻尾,1,氷砕竜の鋭爪,3,白兎獣の堅腹甲,3
ネブラＵグリーヴ,0,1,6,1,5,99,47,77,0,-4,3,4,-2,溜め短縮,5,雷属性攻撃,3,減気攻撃,2,氷属性攻撃,-1,,,電怪竜の上皮,4,不気味な上皮,2,尖竜骨,2,ライトクリスタル,2
ネブラＵレギンス,0,2,6,1,5,99,26,45,0,-2,4,5,-1,溜め短縮,2,雷属性攻撃,4,減気攻撃,3,氷属性攻撃,-2,,,電怪竜の上皮,4,不気味な上皮,2,尖竜骨,2,ライトクリスタル,2
ナルガＵグリーヴ,0,1,6,1,5,99,50,80,-3,1,0,-4,-1,スタミナ,5,気力回復,2,観察眼,2,体術,-2,,,緑迅竜の鋭牙,5,緑迅竜の上鱗,5,迅竜の骨髄,2,垂皮竜の上皮,6
ナルガＵレギンス,0,2,6,0,5,99,28,47,-1,3,1,-2,0,スタミナ,5,気力回復,3,観察眼,3,体術,-2,,,緑迅竜の鋭牙,5,緑迅竜の上鱗,5,迅竜の骨髄,2,垂皮竜の上皮,6
ベリオＵグリーヴ,0,1,6,3,6,99,50,80,2,1,-4,-3,0,回避距離,2,体術,1,気配,2,回避性能,-2,,,風牙竜の上毛皮,4,風牙竜の堅殻,3,風牙竜の鋭爪,1,青熊獣の腕甲,3
ベリオＵレギンス,0,2,6,3,6,99,28,47,4,2,-2,-1,0,回避距離,2,体術,1,気配,1,回避性能,-3,,,風牙竜の上毛皮,4,風牙竜の堅殻,3,風牙竜の鋭爪,1,青熊獣の腕甲,3
ガンキンＵグリーヴ,0,1,6,3,5,99,53,81,3,-5,-2,1,-3,ガード性能,2,気力回復,1,爆弾強化,1,龍耐性,-3,,,鋼鎚竜の堅殻,5,鋼鎚竜の上鱗,4,鋼鎚竜の剛顎,2,赤甲獣の蛇腹甲,2
ガンキンＵレギンス,0,2,6,3,5,99,30,47,5,-4,-1,2,-2,散弾強化,1,爆弾強化,1,龍耐性,-3,装填速度,2,,,鋼鎚竜の堅殻,5,鋼鎚竜の上鱗,4,鋼鎚竜の剛顎,2,赤甲獣の蛇腹甲,2
ディアブロＵグリーヴ,0,1,6,3,6,99,56,84,2,-1,-3,-1,-1,抜刀減気,3,KO,1,減気攻撃,1,龍属性攻撃,-2,,,黒角竜の堅殻,5,ねじれた角,5,堅竜骨,4,甲虫の大顎,4
ディアブロＵレギンス,0,2,6,3,6,99,32,49,4,0,-2,0,0,反動,1,装填速度,1,通常弾追加,3,龍属性攻撃,-2,,,黒角竜の堅殻,5,ねじれた角,5,堅竜骨,4,甲虫の大顎,4
レックスＵグリーヴ,0,1,6,3,6,99,56,84,2,-4,0,-2,-1,聴覚保護,2,溜め短縮,1,千里眼,2,加護,-2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,赤甲獣の蛇腹甲,3
レックスＵレギンス,0,2,6,3,6,99,32,49,4,-2,0,-1,0,聴覚保護,1,溜め短縮,1,千里眼,3,加護,-2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,赤甲獣の蛇腹甲,3
アグナＵグリーヴ,0,1,6,1,6,99,56,84,-4,2,3,-2,-4,ガード性能,3,ガード強化,2,氷属性攻撃,5,火属性攻撃,-1,,,潤った堅胸殻,5,凍戈竜の上ヒレ,2,凍戈竜の鋭爪,3,眠狗竜の上皮,4
アグナＵレギンス,0,2,6,1,6,99,32,49,-2,4,5,-1,-2,装填速度,2,氷属性攻撃,5,貫通弾追加,3,火属性攻撃,-1,,,潤った堅胸殻,5,凍戈竜の上ヒレ,2,凍戈竜の鋭爪,3,眠狗竜の上皮,4
ダマスクグリーヴ,0,1,6,0,6,99,59,86,-2,2,1,-3,-1,匠,4,雷属性攻撃,3,研ぎ師,3,斬れ味,-3,,,峯山龍の堅岩殻,6,金火竜の堅殻,6,銀火竜の尻尾,1,峯山龍の蒼鱗,3
ダマスクレギンス,0,2,6,0,6,99,34,50,-1,3,3,-2,0,装填数,4,散弾強化,4,雷属性攻撃,2,反動,-3,,,峯山龍の堅岩殻,6,金火竜の堅殻,6,銀火竜の尻尾,1,峯山龍の蒼鱗,3
ゴールドルナグリーヴ,0,1,7,0,6,99,56,84,2,-2,0,-4,3,重撃,2,加護,5,運気,5,雷耐性,-1,,,金火竜の堅殻,5,金火竜の上鱗,4,堅竜骨,5,竜玉,1
ゴールドルナレギンス,0,2,7,0,6,99,32,49,4,-1,0,-3,4,重撃,3,加護,5,運気,4,雷耐性,-1,,,金火竜の堅殻,5,金火竜の上鱗,4,堅竜骨,5,竜玉,1
シルバーソルグリーヴ,0,1,7,3,6,99,56,84,2,-2,0,-4,3,痛撃,1,斬れ味,2,攻撃,2,体力,-2,,,銀火竜の堅殻,5,銀火竜の上鱗,5,火竜の煌液,4,ユニオン鉱石,5
シルバーソルレギンス,0,2,7,3,6,99,32,49,4,-1,0,-3,4,痛撃,2,通常弾強化,1,攻撃,2,体力,-2,,,銀火竜の堅殻,5,銀火竜の上鱗,5,火竜の煌液,4,ユニオン鉱石,5
バンギスグリーヴ,0,1,7,3,6,99,59,86,0,0,1,-4,-4,匠,2,食事,2,氷耐性,1,斬れ味,-2,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,爆鎚竜の骨髄,1
バンギスレギンス,0,2,7,3,6,99,34,50,0,0,3,-2,-2,装填数,2,食事,2,氷耐性,1,反動,-2,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,爆鎚竜の骨髄,1
大和・覇【具足】,1,1,7,3,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,1,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,5,峯山龍の堅岩殻,6,大地の龍玉,1,大きなヒレ,10
陸奥・覇【具足】,1,2,7,3,6,99,34,50,5,1,-2,1,-2,溜め短縮,2,貫通弾強化,1,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,5,峯山龍の堅岩殻,6,大地の龍玉,1,大きなヒレ,10
日向・覇【袴】,2,1,7,3,6,99,59,86,3,0,-3,0,-3,溜め短縮,2,剣術,1,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,5,峯山龍の堅岩殻,6,大地の龍玉,1,大きなヒレ,10
天城・覇【袴】,2,2,7,3,6,99,34,50,5,1,-2,1,-2,溜め短縮,2,貫通弾強化,1,達人,2,回復速度,-2,,,峯山龍の上蒼鱗,5,峯山龍の堅岩殻,6,大地の龍玉,1,大きなヒレ,10
アカムトケマル,0,1,7,1,6,99,62,89,4,0,2,-3,-5,重撃,1,聴覚保護,2,火属性攻撃,6,加護,-2,,,覇竜の上鱗,5,覇竜の剛爪,5,覇竜の堅殻,5,爆鎚竜の紅玉,1
アカムトチキル,0,2,7,1,6,99,36,52,5,-1,4,-2,-4,重撃,1,聴覚保護,2,火属性攻撃,6,加護,-2,,,覇竜の上鱗,5,覇竜の剛爪,5,覇竜の堅殻,5,爆鎚竜の紅玉,1
ウカムルケマル,0,1,7,2,6,99,62,89,-5,0,4,-3,-2,痛撃,3,剣術,3,氷属性攻撃,2,溜め短縮,-1,,,崩竜の穿爪,3,崩竜の上ビレ,5,崩竜の腹鱗,4,氷砕竜の頭殻,3
ウカムルチキル,0,2,7,2,6,99,36,52,-4,0,5,-1,-1,痛撃,2,速射,2,氷属性攻撃,3,溜め短縮,-2,,,崩竜の穿爪,3,崩竜の上ビレ,5,崩竜の腹鱗,4,氷砕竜の頭殻,3
エスカドラスケル,0,1,7,3,6,99,62,89,3,0,-3,1,-4,属性攻撃,2,属性耐性,1,回避距離,2,底力,-2,,,煌黒龍の逆鱗,6,煌黒龍の堅逆殻,6,瑠璃色の龍玉,1,上質なねじれた角,2
エスカドラスクレ,0,2,7,3,6,99,36,52,3,1,-3,3,-2,属性攻撃,2,属性耐性,1,回避距離,3,底力,-1,,,煌黒龍の逆鱗,6,煌黒龍の堅逆殻,6,瑠璃色の龍玉,1,上質なねじれた角,2
荒天【袴】,0,1,7,2,6,99,62,89,-3,4,0,0,-5,本気,5,匠,5,水属性攻撃,1,食事,-2,,,嵐龍の飛膜,4,嵐龍の堅殻,5,嵐龍の鋭爪,4,尾槌竜の仙骨,1
蒼天【袴】,0,2,7,2,6,99,36,52,-2,5,0,0,-4,本気,5,装填数,5,水属性攻撃,1,食事,-2,,,嵐龍の飛膜,4,嵐龍の堅殻,5,嵐龍の鋭爪,4,尾槌竜の仙骨,1
ブラックレザーレグス,0,1,7,1,6,99,47,82,2,2,2,2,2,底力,11,,,,,,,,,黒い竜革チケット,3,迅竜の黒毛,4,暖かい毛皮,6,勇気の証,1
ブラックレザーパンツ,0,2,7,1,6,99,26,49,2,2,2,2,2,底力,11,,,,,,,,,黒い竜革チケット,3,迅竜の黒毛,4,暖かい毛皮,6,勇気の証,1
大海賊Ｊブーツ,0,1,7,0,6,99,26,56,-3,-3,-3,-3,-3,剥ぎ取り,3,運気,4,捕獲,4,加護,-2,,,伝説Ｊチケット,1,紅彩鳥の上鱗,5,火竜の堅殻,4,鋼鎚竜の堅殻,4
大海賊Ｊパンツ,0,2,7,0,6,99,13,32,-2,-2,-2,-2,-2,剥ぎ取り,3,運気,4,捕獲,2,加護,-4,,,伝説Ｊチケット,1,紅彩鳥の上鱗,5,火竜の堅殻,4,鋼鎚竜の堅殻,4
スネークブーツ,1,1,7,2,6,99,47,82,1,1,1,1,1,溜め短縮,2,体術,3,高速設置,2,腹減り,-2,,,ビッグボスの称号,1,潜口竜の上皮,4,尾槌竜の堅苔甲,2,尾槌竜の堅尾甲,2
スネークフット,1,2,7,1,6,99,26,49,2,2,2,2,2,装填数,3,精密射撃,3,高速設置,2,腹減り,-3,,,ビッグボスの称号,1,潜口竜の上皮,4,尾槌竜の堅苔甲,2,尾槌竜の堅尾甲,2
ザ・ボスブーツ,2,1,7,2,6,99,47,82,1,1,1,1,1,気配,2,溜め短縮,2,千里眼,3,属性攻撃,-2,,,ビッグボスの称号,1,潜口竜の上皮,4,尾槌竜の堅苔甲,2,尾槌竜の堅尾甲,2
ザ・ボスフット,2,2,7,1,6,99,26,49,2,2,2,2,2,気配,2,装填数,4,千里眼,3,属性攻撃,-2,,,ビッグボスの称号,1,潜口竜の上皮,4,尾槌竜の堅苔甲,2,尾槌竜の堅尾甲,2
ユニクロカーゴパンツ,0,1,7,2,6,99,47,82,-3,1,4,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の堅殻,3,黒轟竜の鋭牙,2,雷狼竜の高電毛,1
ユニクロカットパンツ,0,2,7,2,6,99,26,49,-4,2,5,0,0,聴覚保護,2,回避距離,3,耐寒,2,食事,-2,,,ユニクロチケット,1,黒轟竜の堅殻,3,黒轟竜の鋭牙,2,雷狼竜の高電毛,1
坊屋ジーンズ,1,1,7,1,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の上鱗,5,轟竜の上鱗,5,迅竜の上鱗,6
坊屋デニム,1,2,7,1,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の上鱗,5,轟竜の上鱗,5,迅竜の上鱗,6
坊屋ジーンズ,2,1,7,1,6,99,47,82,0,0,0,0,0,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の上鱗,5,轟竜の上鱗,5,迅竜の上鱗,6
坊屋デニム,2,2,7,1,6,99,26,49,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,火竜の上鱗,5,轟竜の上鱗,5,迅竜の上鱗,6
